Index,Initial x,Initial vx,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-1.0740497479889621,-1.7202793838442414e-08,0.03780560203194502,27.19350104425738,3.0244727885500553,1.0562846581069778,(0.9999999997173545+2.3814189857650264e-05j),(0.9999999997173545-2.3814189857650264e-05j),(0.9998495972332739+0.017343093997670454j),(0.9998495972332739-0.017343093997670454j),(-1.396486479019469+0j),(-0.7160828371944883+0j)
1,-1.0740497453929099,-7.474897176760103e-07,0.03780560154618457,27.193502904546154,3.0244727875729804,1.0562842404379726,(0.9999308436581542+0j),(1.000069160359415+0j),(0.999997390756785+0.0022845644815429147j),(0.999997390756785-0.0022845644815429147j),(-1.3964847645375447+0j),(-0.7160837163383987+0j)
2,-1.0740497455896443,2.4389362122558123e-07,0.03780560159926898,27.19350277010478,3.0244727876462516,1.056284262242196,(0.9999999999719246+8.834224884948466e-06j),(0.9999999999719246-8.834224884948466e-06j),(0.999989678218612+0.004543504831455889j),(0.999989678218612-0.004543504831455889j),(-1.3964848540414172+0j),(-0.716083670442976+0j)
3,-1.0740497453885491,1.2345998487544013e-06,0.03780560157325538,27.19350291887297,3.024472787568266,1.0562842372240273,(0.9999999907579715+0.00013785733718225788j),(0.9999999907579715-0.00013785733718225788j),(0.9999984607721472+0.0017544041934538545j),(0.9999984607721472-0.0017544041934538545j),(-1.3964847513446605+0j),(-0.7160837231033913+0j)
4,-1.0740497454056732,2.23463130822652e-06,0.03780560160080381,27.19350291637733,3.024472787569397,1.056284233548119,(0.9999997723516424+0.0006992110071700886j),(0.9999997723516424-0.0006992110071700886j),(1.0000160477856965+0j),(0.9999839188590053+0j),(-1.3964847362554744+0j),(-0.716083730840764+0j)
5,-1.0740497454171354,3.234633156481269e-06,0.03780560164139594,27.193502923601535,3.0244727875653323,1.0562842321090178,(1.000598019693676+0j),(1.000024762442537+0j),(0.9999752564583457+0j),(0.9994023194447135+0j),(-1.396484730348126+0j),(-0.7160837338699103+0j)
6,-1.07404974545983,4.234640692223547e-06,0.03780560170170895,27.193502914022993,3.024472787569967,1.0562842336292633,(0.9999995263620083+0.000974707611113114j),(0.9999995263620083-0.000974707611113114j),(0.999981114927993+0j),(1.000018882639644+0j),(-1.3964847365885604+0j),(-0.7160837306699641+0j)
7,-1.0740497454851727,5.23460717599133e-06,0.037805601772985656,27.19350292258713,3.0244727875649997,1.0562842346003194,(0.9999990346228164+0.0013918444699843277j),(0.9999990346228164-0.0013918444699843277j),(0.9999853483222029+0j),(1.0000146454113066+0j),(-1.3964847405746357+0j),(-0.7160837286260003+0j)
8,-1.074049745514883,6.2345748688179555e-06,0.03780560185912774,27.193502933658394,3.0244727875586137,1.0562842332567304,(0.9999993196831748+0.0011604266422776386j),(0.9999993196831748-0.0011604266422776386j),(0.9999936045048268+0j),(1.0000064095927717+0j),(-1.3964847350593539+0j),(-0.716083731454104+0j)
9,-1.0740497455787779,7.2345441180581845e-06,0.03780560196552208,27.193502925804545,3.0244727875620385,1.0562842332160305,(0.9999991270936639+0.001320087586832126j),(0.9999991270936639-0.001320087586832126j),(0.9999969883131405+0j),(1.0000030148782408+0j),(-1.3964847348922853+0j),(-0.7160837315397727+0j)
10,-1.0740497456384952,8.23455087269823e-06,0.03780560208525767,27.193502926608897,3.024472787560824,1.0562842339911276,(0.9999986090139739+0.0016661580870129665j),(0.9999986090139739-0.0016661580870129665j),(0.9999917702012441+0j),(1.0000082357674043+0j),(-1.396484738073971+0j),(-0.7160837299082808+0j)
11,-1.0740497457068507,9.284551345341059e-06,0.03780560222715403,27.19350292947775,3.0244727875583792,1.0562842326771873,(0.9999961054943738+0.00279086455814478j),(0.9999961054943738-0.00279086455814478j),(1.0005414674428206+0j),(0.9994588256644806+0j),(-1.3964847326803966+0j),(-0.716083732673977+0j)
