Index,Initial x,Initial z,Initial vx,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-2.0886773730273913,-6.649905323262759e-29,5.758083789774827e-12,1.7600033852619625,1.0511538091333479e-24,25.093403998220804,2.2243040907510125,1.022761249774207,(-1.2373319235385813+0j),(-0.8081905760581894+0j),(1.0000104323691186+0j),(0.9999895676803813+0j),(1.0011220848310107+0j),(0.9988791728310182+0j)
1,-2.088692886454791,1.3402077106694888e-10,5.6486778394981534e-12,1.7600257146890814,9.55538460396407e-05,25.093416673901253,2.2242831388421944,1.0225475410344291,(-1.2360972394082683+0j),(-0.8089978427091505+0j),(1.0003050222370318+0j),(1.000085498942315+0j),(0.9999145083119865+0j),(0.999695070767323+0j)
2,-2.088693459711662,4.870129660513521e-12,5.7495274789030685e-12,1.7600265866923754,0.00019554747132299804,25.09341714571753,2.224282170823733,1.0225321183784501,(-1.236007955689189+0j),(-0.809056281115495+0j),(1.0001913841458532+0j),(0.9998086524176341+0j),(0.9999999998992064+1.4067119602892898e-05j),(0.9999999998992064-1.4067119602892898e-05j)
3,-2.0886934525028993,3.2527174525927444e-12,5.7440777471034205e-12,1.7600266547698973,0.00029554744822669345,25.093417145536517,2.2242818552853993,1.0225337144640516,(-1.236017196765729+0j),(-0.8090502322113613+0j),(1.0003194327967153+0j),(0.9996806691528817+0j),(1.0000356964688668+0j),(0.99996430479925+0j)
4,-2.0886934681346343,1.0880045757555359e-11,5.728212190580285e-12,1.7600267896778663,0.0003955473543761157,25.093417166488926,2.2242813693901993,1.0225351908606135,(-1.2360257446290448+0j),(-0.8090446371413813+0j),(1.000401568908492+0j),(0.999598592230603+0j),(1.000042189249813+0j),(0.999957812523358+0j)
5,-2.088693488913201,1.2833957483661822e-11,5.713584128134614e-12,1.760026964754074,0.0004955471956950497,25.093417194030625,2.224280741229605,1.022537072943126,(-1.2360366409593069+0j),(-0.8090375049764622+0j),(1.0004842144235204+0j),(0.9995160198715977+0j),(1.000045269564092+0j),(0.9999547324779591+0j)
6,-2.088693514350111,1.3224812137699095e-11,5.694995884276135e-12,1.7600271791444202,0.0005955469574381511,25.093417227751484,2.2242799719945743,1.0225393771422029,(-1.2360499806408685+0j),(-0.8090287736932293+0j),(1.0005690999956007+0j),(0.9994312236415774+0j),(1.0000469927594489+0j),(0.999953009441005+0j)
7,-2.088693544403874,1.331366799559423e-11,5.679937704167903e-12,1.7600274327702397,0.0006955466237903101,25.0934172676162,2.22427906180783,1.0225421049467671,(-1.2360657719932218+0j),(-0.8090184379486148+0j),(1.0006555400660213+0j),(0.999344889333654+0j),(1.0000480640681897+0j),(0.9999519382328845+0j)
8,-2.0886935790803687,1.3351277157331257e-11,5.665314378474847e-12,1.7600277256375496,0.0007955461787549957,25.093417313629335,2.2242780106700617,1.0225452562189674,(-1.2360840138624312+0j),(-0.8090064986238478+0j),(1.0007430011230143+0j),(0.9992575504660142+0j),(1.0000487756878158+0j),(0.9999512266824104+0j)
9,-2.0886936183864138,1.3380226745633294e-11,5.643504598355265e-12,1.7600280577557905,0.0008955456063109667,25.09341736579641,2.224276818573412,1.022548830763863,(-1.2361047047091693+0j),(-0.8089929568654377+0j),(1.0008311585421092+0j),(0.9991695316564538+0j),(1.0000492723675583+0j),(0.9999507300513601+0j)
