Index,Initial x,Initial z,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-1.9976961719479374,0.0,1.4101552113776625,-6.655217814959771e-36,62.16984286279212,3.005432663312669,197067.7162440302,(393903.22014604416+0j),(1.0005386898473227+0j),(0.9994613122221803+0j),(2.537198936146728e-06+0j),(1.0000182446640056+0j),(0.999981755668866+0j)
1,-1.9976972953185046,0.0,1.4101575303830776,-0.0009999966767857912,62.1698426994541,3.0054290452754,197048.3017080163,(393889.995519772+0j),(2.5374489182054104e-06+0j),(1.0163215713424636+0j),(0.9839401462052948+0j),(0.9999999987424631+1.0682251782417117e-05j),(0.9999999987424631-1.0682251782417117e-05j)
2,-1.9977006653413487,0.0,1.410164487199821,-0.0019999667686103357,62.1698422050727,3.005418191476789,196958.66673295488,(393850.3236447597+0j),(2.5386036994307236e-06+0j),(1.0328771024883203+0j),(0.9681697489376944+0j),(0.9999899194905287+0j),(1.000010080599864+0j)
3,-1.9977062818366873,0.0,1.41017608136932,-0.0029998836954669124,62.16984138142366,3.0054001027647796,196938.52618895355,(393784.21507342346+0j),(2.538863317802509e-06+0j),(1.0497256856805177+0j),(0.952629710060436+0j),(0.9999999928309243+6.248112850073028e-06j),(0.9999999928309243-6.248112850073028e-06j)
4,-1.9977141444904793,0.0,1.410192312104134,-0.003999720887161198,62.16984022898688,3.005374780567557,196866.1611010495,(393691.6852968867+0j),(2.5397965663920274e-06+0j),(1.0668353650650375+0j),(0.9373519189139422+0j),(1.0000067020783758+0j),(0.9999932841015785+0j)
5,-1.9977242528632146,0.0,1.4102131783022127,-0.004999451788238709,62.16983874843411,3.005342226883916,196892.04152843906,(393572.75850700797+0j),(2.5394627234387457e-06+0j),(1.084222653081408+0j),(0.9223197942414225+0j),(0.9999973931877539+0j),(1.0000026192240083+0j)
6,-1.9977366063900517,0.0,1.4102386785472678,-0.005999049862885168,62.16983694062891,3.0053024442825578,196713.73117854443,(393427.4623545471+0j),(2.542101671165753e-06+0j),(1.1018855735341069+0j),(0.9075353130953233+0j),(1.0000039480748713+0j),(0.9999960417811626+0j)
7,-1.997751204381,0.0,1.4102688111092199,-0.006998488599816496,62.16983480662648,3.0052554359012893,196667.9903080702,(393255.8344031058+0j),(2.5423557703518895e-06+0j),(1.1198292160078587+0j),(0.8929932154129716+0j),(1.0000000022993594+5.412209887205095e-06j),(1.0000000022993594-5.412209887205095e-06j)
8,-1.9977680460211098,0.0,1.410303573944746,-0.007997741517156256,62.16983234767339,3.0052012054459163,196528.95787234628,(393057.9157421484+0j),(2.5451155178934926e-06+0j),(1.1380559006602788+0j),(0.8786911293948654+0j),(0.9999999995790233+1.0218572704550109e-05j),(0.9999999995790233-1.0218572704550109e-05j)
9,-1.9977871303707937,0.0,1.410342964698016,-0.008996782167292956,62.169829565208005,3.0051397571890353,196425.0466447559,(392833.75649650546+0j),(2.5455002228280676e-06+0j),(1.1565666998311845+0j),(0.8646278330720384+0j),(1.0000000037487418+8.007181507671469e-06j),(1.0000000037487418-8.007181507671469e-06j)
10,-1.9978084563660632,0.0,1.4103869807013898,-0.009995584141724204,62.169826460859454,3.0050710959685913,196291.70586721643,(392583.41173188563+0j),(2.5475409337616384e-06+0j),(1.175366187156188+0j),(0.8507986434982516+0j),(0.9999999990898645+3.45597584521861e-06j),(0.9999999990898645-3.45597584521861e-06j)
11,-1.9978320228189073,0.0,1.4104356189763392,-0.010994121075874217,62.16982303644792,3.0049952271862663,196153.47116509528,(392306.94232764153+0j),(2.5498128906065176e-06+0j),(1.1944575924467618+0j),(0.8372001501084201+0j),(1.000004346177701+0j),(0.9999956487922739+0j)
12,-1.9978580968765163,0.0,1.4104894302634468,-0.01200231421268162,62.16981925509158,3.004911292652623,196000.6351818745,(392001.270361198+0j),(2.5513980017599636e-06+0j),(1.2140387027327035+0j),(0.823696974977782+0j),(1.0000014654957856+0j),(0.9999985343232303+0j)
13,-1.9978867475390258,0.0,1.4105485562337812,-0.013020225759340625,62.1698151090726,3.004819072438042,196020.2717106224,(391665.6542037735+0j),(2.55075659083559e-06+0j),(1.2341228737881471+0j),(0.8102920248046748+0j),(1.0000000009867756+4.642338408091327e-06j),(1.0000000009867756-4.642338408091327e-06j)
14,-1.9979180451899432,0.0,1.4106131413124798,-0.014047917087482686,62.16981059079166,3.0047183424618646,195673.4605493581,(391299.34330569196+0j),(2.5552775455572885e-06+0j),(1.2547233146641+0j),(0.7969886751650992+0j),(1.00000873712183+0j),(0.9999912632018714+0j)
15,-1.9979520616133297,0.0,1.4106833327068038,-0.015085448680848703,62.16980569278908,3.004608874459274,195524.52541061203,(390901.58121836174+0j),(2.5572239541471475e-06+0j),(1.2758571608111535+0j),(0.7837867408384682+0j),(0.999999997844397+4.6185114353001385e-06j),(0.999999997844397-4.6185114353001385e-06j)
16,-1.9979888700107131,0.0,1.4107592804333025,-0.01613288008169995,62.16980040776786,3.004490435949979,195235.8033624615,(390471.606722362+0j),(2.5626083532959143e-06+0j),(1.2975370484156057+0j),(0.7706908645863942+0j),(0.9999999987824064+3.734335806006222e-06j),(0.9999999987824064-3.734335806006222e-06j)
17,-1.9980285450178434,0.0,1.4108411373442125,-0.017190269835960514,62.1697947286181,3.0043627902087877,195084.56246968193,(390008.64832141076+0j),(2.5629911135638395e-06+0j),(1.319778779128869+0j),(0.7577029107663918+0j),(0.9999922122147743+0j),(1.0000077898098523+0j)
18,-1.998071162721172,0.0,1.4109290591528982,-0.018257675437107875,62.169788648442925,3.0042256962381835,194755.96789466037,(389511.9357867534+0j),(2.567320222190972e-06+0j),(1.342598661354836+0j),(0.7448245824299806+0j),(1.0000114893219723+0j),(0.9999885118747319+0j)
19,-1.9981168006740622,0.0,1.4110232044583213,-0.019335153268820977,62.169782160585925,3.0040789087430184,194492.9195877083,(388980.68993973034+0j),(1.366014527194281+0j),(2.570787672184771e-06+0j),(0.7320564318125704+0j),(0.9999999977670668+8.824824892252407e-06j),(0.9999999977670668-8.824824892252407e-06j)
