Index,Initial x,Initial z,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
89,0.9528878253258914,-0.0395568729226649,-0.6482944563081049,13.917060463799164,2.993580533100708,4926.708731861685,(9853.417362235738+0j),(-3.9671535134736224+0j),(0.9999999998830988+1.3069873146146432e-05j),(0.9999999998830988-1.3069873146146432e-05j),(-0.2520699026583484+0j),(0.00010148769311166547+0j)
90,0.9534851918831742,-0.0395216415682102,-0.6517548385431313,13.909942130641628,2.992654376810466,4775.99977284611,(9551.996178197216+0j),(-3.999130543688709+0j),(0.999999999961606+1.0540095064577442e-05j),(0.999999999961606-1.0540095064577442e-05j),(-0.250054352850519+0j),(0.00010469012337956023+0j)
91,0.9540654505250242,-0.0394758544371068,-0.6551843307424842,13.902758876030587,2.991751804371387,4630.344171467679,(9260.684651789128+0j),(-4.025941496284446+0j),(0.9999999999383722+7.432072166890206e-06j),(0.9999999999383722-7.432072166890206e-06j),(-0.24838910377139048+0j),(0.00010798333499941872+0j)
92,0.9546291437193706,-0.0394204729789539,-0.6585826275161868,13.895511597392485,2.9908721039140156,4489.451235257577,(8978.902359142965+0j),(-4.047788023615116+0j),(0.9999999999004294+1.1339792878200239e-05j),(0.9999999999004294-1.1339792878200239e-05j),(-0.24704850998874+0j),(0.0001113721946550879+0j)
93,0.9551767881768854,-0.0393563882094188,-0.6619493667009426,13.888201044485267,2.9900146110133043,4353.0543794332425,(8706.108644004606+0j),(-4.064853483403293+0j),(0.9999999998303091+1.1841202436917939e-05j),(0.9999999998303091-1.1841202436917939e-05j),(-0.24601132712014884+0j),(0.00011486191015410376+0j)
94,0.9557088763253584,-0.0392844273791988,-0.6652841309416759,13.880827835875742,2.989178705704008,4220.899975366962,(8441.799832275774+0j),(-4.07730469156082+0j),(0.999999999893907+1.3085508803005552e-05j),(0.999999999893907-1.3085508803005552e-05j),(-0.2452600616485102+0j),(0.00011845815731821104+0j)
95,0.9562258777284146,-0.0392053598632501,-0.668586449588358,13.873392474571022,2.9883638096330847,4092.753396764818,(8185.506671362487+0j),(-4.085293511829859+0j),(0.9999999998668787+1.5399795330964705e-05j),(0.9999999998668787-1.5399795330964705e-05j),(-0.24478045386056557+0j),(0.000122167150591163+0j)
96,0.956728240443706,-0.0391199023707741,-0.6718558008710445,13.865895362884602,2.987569383347366,3968.396523508647,(7936.791971600942+0j),(-4.088958303935315+0j),(0.9999999998732407+1.5252569091539361e-05j),(0.9999999998732407-1.5252569091539361e-05j),(-0.24456106558233576+0j),(0.0001259954757483147+0j)
97,0.9572163923216748,-0.0390287235606994,-0.675091614353348,13.85833681665497,2.986794923705494,3847.6245686715697,(7695.24844690926+0j),(-4.088425259606725+0j),(0.9999999998523823+1.6816329073169904e-05j),(0.9999999998523823-1.6816329073169904e-05j),(-0.24459295121497496+0j),(0.000129950310774778+0j)
98,0.9576907422431362,-0.0389324481366054,-0.6782932736378564,13.850717078858787,2.986039961410104,3730.248431825955,(7460.496729612578+0j),(-4.0838096368714005+0j),(0.999999999783542+2.0944191647489014e-05j),(0.999999999783542-2.0944191647489014e-05j),(-0.24486939618586975+0j),(0.00013403934591056313+0j)
99,0.958151681297707,-0.0388316604837688,-0.6814601193227713,13.843036332685417,2.9853040586504087,3616.091844547968,(7232.18355082511+0j),(-4.075216909893761+0j),(0.9999999997190127+2.439599781902574e-05j),(0.9999999997190127-2.439599781902574e-05j),(-0.24538571125605305+0j),(0.00013827082831616635+0j)
100,0.958599583904809,-0.0387269079028325,-0.6845914522036507,13.835294714110349,2.9845868068470094,3504.990106171077,(7009.980069688396+0j),(-4.0627438411568315+0j),(0.9999999996289082+2.9288589860562377e-05j),(0.9999999996289082-2.9288589860562377e-05j),(-0.24613907226150394+0j),(0.00014265377466068937+0j)
101,0.9590348088794508,-0.0386187034871493,-0.6876865367166831,13.827492323993706,2.983887824491035,3396.7902432204737,(6793.580339243159+0j),(-4.04647948488132+0j),(0.9999999995602432+2.8111260919180785e-05j),(0.9999999995602432-2.8111260919180785e-05j),(-0.24712839982838916+0j),(0.0001471977928116209+0j)
102,0.9594577004449436,-0.0385075286847903,-0.690744604618426,13.819629239714498,2.983206755070371,3291.3506214255463,(6582.699895428908+0j),(-4.026506127318585+0j),(0.9999999995142868+3.407413984845399e-05j),(0.9999999995142868-3.407413984845399e-05j),(-0.2483542724906342+0j),(0.00015191332344965104+0j)
103,0.959868589195522,-0.0383938355808427,-0.6937648589014012,13.811705526347916,2.98254326507518,3188.5373077978106,(6377.0744587839035+0j),(-4.002900166501098+0j),(0.9999999993777173+3.205366532524783e-05j),(0.9999999993777173-3.205366532524783e-05j),(-0.2498188709461309+0j),(0.00015681177077200742+0j)
104,0.960267793010628,-0.0382780489313962,-0.6967464779357158,13.803721247369818,2.98189704207776,3088.229448056578,(6176.458734208083+0j),(-3.9757329330740037+0j),(0.9999999992861397+3.566229176320372e-05j),(0.9999999992861397-3.566229176320372e-05j),(-0.25152594925589983+0j),(0.00016190507578026163+0j)
105,0.9606556179238904,-0.0381605679764945,-0.6996886198352251,13.795676474879553,2.9812677928800015,2990.3127355436304,(5980.625303880664+0j),(-3.945071455359693+0j),(0.9999999991302153+4.0941287493458286e-05j),(0.9999999991302153-4.0941287493458286e-05j),(-0.2534808333073344+0j),(0.00016720661028827037+0j)
106,0.9610323589480296,-0.0380417680567122,-0.702590427031001,13.787571299303826,2.9806552417258008,2894.6822104531498,(5789.363598767111+0j),(-3.910979166425854+0j),(0.9999999990007193+4.5222527999072295e-05j),(0.9999999990007193-4.5222527999072295e-05j),(-0.255690444122618+0j),(0.00017273053778143286+0j)
107,0.9613983008580628,-0.0379220020548105,-0.7054510310428225,13.779405838554837,2.980059128573985,2801.2395603226832,(5602.478942152951+0j),(-3.873516552097251+0j),(0.9999999987845052+4.88763048404192e-05j),(0.9999999987845052-4.88763048404192e-05j),(-0.2581633475635358+0j),(0.00017849243564587326+0j)
108,0.9617537189334516,-0.0378016016822335,-0.708269557422841,13.771180246591433,2.9794792074314502,2709.896487213762,(5419.791654965373+0j),(-3.8327417365772334+0j),(0.9999999987103849+5.394966540154051e-05j),(0.9999999987103849-5.394966540154051e-05j),(-0.2609098312835834+0j),(0.00018450889891216937+0j)
