Index,Initial x,Initial z,Initial vx,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-2.3119768623557424,0.0,-4.219944797805546e-10,2.0199842808529405,50.74588263364619,2.1313292736354397,1.8296929511148385,(1.0000111620537573+0j),(0.9999888378778163+0j),(0.9945002770712779+0.10473394451915224j),(0.9945002770712779-0.10473394451915224j),(-3.3619384586491377+0j),(-0.2974474435804464+0j)
1,-2.3119768824340228,0.0,9.94641848337703e-07,2.019984260881051,50.745882538416666,2.1313294396165565,1.8296947110886126,(0.9951519670910066+0.09834943354030609j),(0.9951519670910066-0.09834943354030609j),(0.9999999757063134+3.791765018003255e-06j),(0.9999999757063134-3.791765018003255e-06j),(-3.3619423202515053+0j),(-0.29744710192564133+0j)
2,-2.3119768831893124,0.0,1.984361537757964e-06,2.0199842244349484,50.74588267671797,2.1313295900633253,1.8296949828222016,(0.980834342133298+0.19484354283074487j),(0.980834342133298-0.19484354283074487j),(0.9999999934882161+2.913933909982256e-06j),(0.9999999934882161-2.913933909982256e-06j),(-3.361942916468917+0j),(-0.2974470491754512+0j)
3,-2.3119768844230806,0.0,2.9568212924389142e-06,2.0199841650363974,50.745882902091815,2.131329835268067,1.8296954297652008,(0.9574624140042111+0.2885580122340893j),(0.9574624140042111-0.2885580122340893j),(1.0000040645542703+0j),(0.9999959346562621+0j),(-3.3619438971175386+0j),(-0.29744696241283863+0j)
4,-2.3119768860971384,0.0,3.90564227165265e-06,2.019984084546189,50.74588320747367,2.131330167551152,1.8296960362014159,(0.9258015661601204+0.37800987112648127j),(0.9258015661601204-0.37800987112648127j),(1.0000074944045942+0j),(0.9999925023712837+0j),(-3.361945227713988+0j),(-0.2974468446887648+0j)
5,-2.3119768881658675,0.0,4.8264621366565905e-06,2.019983985148619,50.745883584577356,2.1313305778944702,1.829696785357398,(0.8867086094788945+0.46232871806906206j),(0.8867086094788945-0.46232871806906206j),(1.0000085416558173+0j),(0.9999914567507666+0j),(-3.3619468714552596+0j),(-0.2974466992594411+0j)
6,-2.311976890578737,0.0,5.716797536953071e-06,2.0199838691083976,50.7458840248406,2.1313310569341715,1.8296976606328859,(0.8411038179934928+0.5408737142767165j),(0.8411038179934928-0.5408737142767165j),(1.000003162531844+0j),(0.9999968287160075+0j),(-3.3619487919181816+0j),(-0.29744652934746396+0j)
7,-2.311976893293782,0.0,6.575718125572811e-06,2.019983738588519,50.74588452003007,2.1313315957537142,1.8296986443066126,(0.7897692250711388+0.613404088178728j),(0.7897692250711388-0.613404088178728j),(1.0000021060157955+0j),(0.9999978888418837+0j),(-3.361950950220142+0j),(-0.29744633839304147+0j)
8,-2.311976896269178,0.0,7.403402187841157e-06,2.0199835955579024,50.74588506268326,2.1313321862212034,1.829699722285951,(0.7335138381694593+0.679674513132512j),(0.7335138381694593-0.679674513132512j),(1.0000000033562517+8.749937954361265e-06j),(1.0000000033562517-8.749937954361265e-06j),(-3.3619533154398438+0j),(-0.29744612913196977+0j)
9,-2.311976899468335,0.0,8.200770829213215e-06,2.019983441747548,50.74588564623736,2.131332821188141,1.8297008814915117,(0.6730181673999497+0.7396259553002474j),(0.6730181673999497-0.7396259553002474j),(1.0000052799338084+0j),(0.999994711782657+0j),(-3.3619558588796243+0j),(-0.2974459041033438+0j)
