Index,Initial x,Initial vy,Jacobi Constant,Period,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
10,0.9733147127003373,-1.6646581423178393,1.8530348771695455,6.24064012481969,62.91055996562347,(125.81317163786095+0j),(0.9874106890237929+0.15805791372391811j),(0.9874106890237929-0.15805791372391811j),(-32.79497485398837+0j),(0.007948478076456704+0j),(-0.03049247649845123+0j)
11,0.9733148994931609,-1.6638465030306158,1.855757893155726,6.241808442640394,60.44984303112548,(120.89141417622156+0j),(0.9920482892017228+0.12583448036783648j),(0.9920482892017228-0.12583448036783648j),(0.00827230075924889+0j),(-32.7809516279437+0j),(-0.03050552074732905+0j)
12,0.9733149350784791,-1.6630330236597015,1.858468331427209,6.2429716301778635,60.36259884054682,(120.71276018595813+0j),(0.992447435868379+0.12253480945714562j),(0.992447435868379-0.12253480945714562j),(0.0082838433174645+0j),(-32.76632764670628+0j),(-0.03051913570475867+0j)
13,0.9733148204396447,-1.6622177157722398,1.861166257324344,6.244129685505559,58.57023279274298,(117.13037188644515+0j),(0.9961398045726686+0.08767516979448435j),(0.9961398045726686-0.08767516979448435j),(0.008537381867919353+0j),(-32.751109056241305+0j),(-0.030533317155219727+0j)
14,0.973314557919598,-1.6614006105066998,1.863851828552832,6.24528266237629,59.15331804419743,(118.2977530571257+0j),(0.9951721642069464+0.09803902043454804j),(0.9951721642069464-0.09803902043454804j),(0.008453215220322387+0j),(-32.73530707839977+0j),(-0.030548056189128682+0j)
15,0.9733141486773883,-1.660581722252705,1.8665251235691058,6.246430568051841,58.759493094057525,(117.51047630855867+0j),(0.9961423280551203+0.08769070664354886j),(0.9961423280551203-0.08769070664354886j),(0.008510303510381283+0j),(-32.71892850044549+0j),(-0.030563348062762733+0j)
16,0.9733135944725074,-1.6597610740840252,1.8691862620812532,6.247573435106401,58.677718727283384,(117.34691571376159+0j),(0.996513694245706+0.08331220819999029j),(0.996513694245706-0.08331220819999029j),(0.008521754794049416+0j),(-32.70198235077244+0j),(-0.030579185973226876+0j)
17,0.9733128968522046,-1.6589386861825886,1.871835350078956,6.2487112886170015,58.40513939131524,(116.80171726467151+0j),(0.9972585330403483+0.07387453604515516j),(0.9972585330403483-0.07387453604515516j),(0.008561559398085533+0j),(-32.684476854137316+0j),(-0.030595563896019907+0j)
18,0.9733120573819309,-1.6581145791105185,1.8744724954114154,6.249844155474234,58.3014662031586,(116.59435566180565+0j),(0.9976554108142806+0.06834004517680077j),(0.9976554108142806-0.06834004517680077j),(0.008576961249825382+0j),(-32.6664203028044+0j),(-0.03061247576958933+0j)
19,0.9733110775575206,-1.657288772561122,1.8770978018049433,6.2509720607591195,58.19718522958268,(116.38577834409574+0j),(0.9980558150052583+0.062237201256631645j),(0.9980558150052583-0.062237201256631645j),(0.008592185951211292+0j),(-32.64782071935721+0j),(-0.03062991580952844+0j)
20,0.9733099588735405,-1.656461286320692,1.8797113734918018,6.252095030519078,58.0418300441795,(116.07504497216206+0j),(0.9985654214293582+0.053429527894378236j),(0.9985654214293582-0.053429527894378236j),(-32.628686112719535+0j),(0.008615130428310268+0j),(-0.03064787826716502+0j)
21,0.9733087027036612,-1.6556321385861985,1.8823133070091176,6.25321308679033,57.89933632618534,(115.7900363307001+0j),(0.9990425794403577+0.04366831115410303j),(0.9990425794403577-0.04366831115410303j),(0.008636347435989776+0j),(-32.60902403978545+0j),(-0.030666357839462536+0j)
22,0.9733073106185492,-1.6548013504125172,1.8849037129499044,6.2543262607615855,57.914287853278125,(115.81994161482682+0j),(0.9991932405103763+0.04007158739896912j),(0.9991932405103763-0.04007158739896912j),(0.00863411366616295+0j),(-32.588842765540704+0j),(-0.030685348577615696+0j)
23,0.9733057840138069,-1.6539689404989317,1.8874826904654678,6.2554345773323226,58.08238350892083,(116.15615791766197+0j),(0.9990218781437337+0.04411787567213279j),(0.9990218781437337-0.04411787567213279j),(0.00860910357181039+0j),(-32.56814990222911+0j),(-0.030704845163203813+0j)
24,0.9733041241221909,-1.6531349253720535,1.8900503280324008,6.256538055493227,58.05042419438393,(116.09223454819625+0j),(0.9992636234657226+0.038270847196412536j),(0.9992636234657226-0.038270847196412536j),(0.008613856450560063+0j),(-32.54695245374358+0j),(-0.030724842868821878+0j)
25,0.9733023323854157,-1.6522993245573727,1.892606729000831,6.257636723902137,58.08538901445496,(116.16216937425594+0j),(0.9993605967716159+0.03569180236426071j),(0.9993605967716159-0.03569180236426071j),(-32.52525818546878+0j),(0.008608712902116912+0j),(-0.030745336264431693+0j)
26,0.973300410105687,-1.6514621557223435,1.895151987628196,6.258730606247723,58.161541637141205,(116.31448589286148+0j),(0.9993762748747486+0.03522061987575172j),(0.9993762748747486-0.03522061987575172j),(-32.50307432584843+0j),(0.008597407819528056+0j),(-0.03076632044020434+0j)
27,0.973298358577964,-1.6506234365171752,1.8976861981471989,6.259819726784883,58.19689702252943,(116.38520188743243+0j),(0.9994711714602775+0.032423858948048875j),(0.9994711714602775-0.032423858948048875j),(0.008592188692264047+0j),(-32.48040806935219+0j),(-0.030787790530958797+0j)
28,0.9732961790944689,-1.6497831846312638,1.9002094550701387,6.260904110514149,58.22583966400703,(116.44309144196933+0j),(0.9995758780407423+0.02903497811033566j),(0.9995758780407423-0.02903497811033566j),(0.008587940225748453+0j),(-32.45726658884268+0j),(-0.03080974170333695+0j)
29,0.9732938728904117,-1.6489414170412862,1.9027218494215306,6.261983780845104,58.278393837786496,(116.54820753503587+0j),(0.9996310221528406+0.027065004980881005j),(0.9996310221528406-0.027065004980881005j),(0.008580175747220047+0j),(-32.433656833217654+0j),(-0.03083216934626108+0j)
30,0.9732914412003435,-1.6480981507855943,1.9052234726202455,6.263058761977766,58.35260611239204,(116.69664299798963+0j),(0.9996364443477055+0.026888768629552154j),(0.9996364443477055-0.026888768629552154j),(-32.40958573550785+0j),(0.008569258162836242+0j),(-0.03085506887256107+0j)
31,0.9732888851923513,-1.64725340205974,1.9077144118973521,6.264129076056887,58.3628899533813,(116.71721219013165+0j),(0.9997745849371853+0.02115573148632804j),(0.9997745849371853-0.02115573148632804j),(0.008567725527101637+0j),(-32.38505997308999+0j),(-0.030878435946436227+0j)
32,0.9732862061609845,-1.646407188845661,1.91019476370893,6.26519475146546,58.45289059677021,(116.89722667066181+0j),(0.9997441091292882+0.02253422727816826j),(0.9997441091292882-0.02253422727816826j),(-32.36008665793191+0j),(0.00855456085839761+0j),(-0.03090226582428813+0j)
33,0.9732834051676004,-1.6455595260119258,1.9126646086630097,6.2662558073070445,58.5254197154646,(117.04229551101005+0j),(0.9997471829743592+0.022406844090382502j),(0.9997471829743592-0.022406844090382502j),(-32.33467205964557+0j),(0.008543956331382274+0j),(-0.03092655457136666+0j)
34,0.9732804833726095,-1.6447104298291688,1.9151240346773584,6.267312267690668,58.58031287396373,(117.15208983532526+0j),(0.9997856710368834+0.02061542757697995j),(0.9997856710368834-0.02061542757697995j),(0.008535946375659334+0j),(-32.30882277344258+0j),(-0.030951297947724454+0j)
35,0.9732774418752774,-1.6438599157974774,1.9175731257695876,6.268364154816153,58.622630145208475,(117.2367305404368+0j),(0.9998463458752624+0.017493514850152887j),(0.9998463458752624-0.017493514850152887j),(0.008529792928077193+0j),(-32.28254516926077+0j),(-0.03097649193266073+0j)
36,0.9732742818750465,-1.6430080008163344,1.9200119733521497,6.269411495981777,58.69671043211803,(117.3849018810962+0j),(0.9998404547648686+0.017785238066414417j),(0.9998404547648686-0.017785238066414417j),(0.008519018925185235+0j),(-32.25584594792055+0j),(-0.031002132190704527+0j)
37,0.9732710043222969,-1.642154698482683,1.922440651737157,6.270454308304361,58.7493812183557,(117.49025109223214+0j),(0.9998764996384822+0.015668744348906284j),(0.9998764996384822-0.015668744348906284j),(-32.228730918617046+0j),(0.008511354782776261+0j),(-0.031028215244555436+0j)
38,0.9732676103997613,-1.6413000255583574,1.9248592518990888,6.271492619767679,58.82297559280641,(117.63745049135412+0j),(0.9998673852319879+0.016198960218438255j),(0.9998673852319879-0.016198960218438255j),(0.008500699966599759+0j),(-32.20120668240989+0j),(-0.03105473685704427+0j)
39,0.9732641010369412,-1.640443995459951,1.9272678473506106,6.272526447906191,58.87150535014778,(117.73451701445593+0j),(0.999907664522124+0.013506501003848394j),(0.999907664522124-0.013506501003848394j),(-32.17327894166308+0j),(0.008493688774422725+0j),(-0.031081693656834202+0j)
40,0.973260477359443,-1.6395866242617763,1.9296665257427246,6.273555819554337,58.94618249502837,(117.88388206616186+0j),(0.9998911860573351+0.014677625429918918j),(0.9998911860573351-0.014677625429918918j),(-32.14495405615374+0j),(0.00848294472031125+0j),(-0.031109081638566485+0j)
41,0.9732567402798938,-1.6387279252451064,1.9320553600284263,6.274580752787298,58.99657072298105,(117.98466576826713+0j),(0.9999232426407714+0.012327400947997466j),(0.9999232426407714-0.012327400947997466j),(0.008475695096206529+0j),(-32.11623763650534+0j),(-0.031136897519525905+0j)
