,Initial x,Initial z,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
44,0.988016280392472,-0.0028552541365475,-2.9162707300895687,4.301878061409216,2.9434493498477607,1.0000736957489722,(0.014216132516295771+0.9998988896837407j),(0.014216132516295771-0.9998988896837407j),(0.9879279605065598+0.0031499017012322447j),(0.9879279605065598-0.0031499017012322447j),(1.0122090894625586+0.0031358981878389248j),(1.0122090894625586-0.0031358981878389248j)
45,0.9880162874245276,-0.0028550570613595,-2.916370731651503,4.301878066956385,2.943449349135671,1.000052203976134,(0.014211741356126588+0.9998990691378246j),(0.014211741356126588-0.9998990691378246j),(0.9898313808263632+0.002439583311233159j),(0.9898313808263632-0.002439583311233159j),(1.010267885630951+0.0022351949198354997j),(1.010267885630951-0.0022351949198354997j)
46,0.9880162944538532,-0.0028548600068349,-2.9164707330225927,4.30187807257835,2.943449348443318,1.0000689093704862,(0.014210943285167617+0.9998989420071909j),(0.014210943285167617-0.9998989420071909j),(0.9883233842471477+0.0033566790046520153j),(0.9883233842471477-0.0033566790046520153j),(1.011802110022207+0.0034609839641824313j),(1.011802110022207-0.0034609839641824313j)
47,0.9880163014804176,-0.0028546629729187,-2.9165707342322915,4.301878078404387,2.9434493477592074,1.0000828566050188,(0.01421085447045084+0.999899044818102j),(0.01421085447045084-0.999899044818102j),(0.9872031175469493+0.003594312871207603j),(0.9872031175469493-0.003594312871207603j),(1.0129500615995326+0.003493999577951958j),(1.0129500615995326-0.003493999577951958j)
48,0.9880163085042388,-0.0028544659595581,-2.9166707353045176,4.301878084376013,2.943449347088526,1.0000511478382388,(0.014205218619414248+0.9998991089316536j),(0.014205218619414248-0.9998991089316536j),(0.9899323400048934+0.0031122694482518623j),(0.9899323400048934-0.0031122694482518623j),(1.0101598717016789+0.003344923785159741j),(1.0101598717016789-0.003344923785159741j)
49,0.9880163155253212,-0.0028542689667115,-2.916770736258808,4.30187809048405,2.943449346432041,1.0000390802756816,(0.014202512553366258+0.9998991924851353j),(0.014202512553366258-0.9998991924851353j),(0.9911955418876006+0.0025602144569741303j),(0.9911955418876006-0.0025602144569741303j),(1.008876517641498+0.002655432398616564j),(1.008876517641498-0.002655432398616564j)
50,0.9880163225436588,-0.0028540719943464,-2.9168707371108327,4.301878096758356,2.943449345787116,1.000037171611427,(0.014200800650326261+0.9998991308581654j),(0.014200800650326261-0.9998991308581654j),(0.9914108377537377+0.002817003323009767j),(0.9914108377537377-0.002817003323009767j),(1.0086556482329843+0.0026156056647724684j),(1.0086556482329843-0.0026156056647724684j)
51,0.9880163295592638,-0.0028538750424326,-2.9169707378736494,4.30187810315745,2.9434493451574344,1.000063313746015,(0.014201950640472963+0.9998991386720756j),(0.014201950640472963-0.9998991386720756j),(0.9888019441079036+0.004052261818007785j),(0.9888019441079036-0.004052261818007785j),(1.011308599413939+0.003909207286258945j),(1.011308599413939-0.003909207286258945j)
52,0.9880163365721364,-0.0028536781109458,-2.9170707385581736,4.301878109685641,2.9434493445426515,1.000043247851567,(0.014197880928124691+0.9998992619899395j),(0.014197880928124691-0.9998992619899395j),(0.99073779923412+0.0034331035095200527j),(0.99073779923412-0.0034331035095200527j),(1.009336054477076+0.0039170222245672025j),(1.009336054477076-0.0039170222245672025j)
53,0.9880163435822584,-0.0028534811998685,-2.917170739173634,4.301878116420747,2.943449343935715,1.000082329092341,(0.01420122344083918+0.9998991106076276j),(0.01420122344083918-0.9998991106076276j),(0.9872427942788542+0.0038095742419975817j),(0.9872427942788542-0.0038095742419975817j),(1.0129066742395978+0.0038730350029076944j),(1.0129066742395978-0.0038730350029076944j)
54,0.9880163505896484,-0.0028532843091795,-2.917270739727911,4.30187812329504,2.943449343342735,1.0000758592750894,(0.01419932196430675+0.9998991600425389j),(0.01419932196430675-0.9998991600425389j),(0.9877495097558837+0.004147498277672488j),(0.9877495097558837-0.004147498277672488j),(1.0123849789005683+0.00399717271848808j),(1.0123849789005683-0.00399717271848808j)
55,0.9880163575942904,-0.0028530874388653,-2.9173707402278493,4.301878130371055,2.9434493427581447,1.0000529408881471,(0.01419503868984141+0.999899174313204j),(0.01419503868984141-0.999899174313204j),(0.9897536558990228+0.0042817885869426125j),(0.9897536558990228-0.0042817885869426125j),(1.0103326180640524+0.0043993381506499465j),(1.0103326180640524-0.0043993381506499465j)
56,0.9880163645962202,-0.0028528905889059,-2.9174707406791254,4.301878137517981,2.9434493421936043,1.0000611802062402,(0.014194938266441842+0.9998992907134174j),(0.014194938266441842-0.9998992907134174j),(0.9889896762693304+0.0044584591962369075j),(0.9889896762693304-0.0044584591962369075j),(1.0111132340212783+0.00444706499046132j),(1.0111132340212783-0.00444706499046132j)
57,0.9880163715954094,-0.0028526937592942,-2.917570741086553,4.301878144847386,2.9434493416391696,1.0000441749969713,(0.014191814130704672+0.9998993190697146j),(0.014191814130704672-0.9998993190697146j),(0.9906347284200182+0.004447364592939986j),(0.9906347284200182-0.004447364592939986j),(1.0094340565628683+0.004422996622616976j),(1.0094340565628683-0.004422996622616976j)
58,0.9880163785918644,-0.0028524969500179,-2.91767074145454,4.301878152340492,2.943449341096453,1.0000347077100706,(0.014189594900567737+0.9998992704971178j),(0.014189594900567737-0.9998992704971178j),(0.991694197908543+0.004188647422742368j),(0.991694197908543-0.004188647422742368j),(1.0083568808606922+0.004252757001319698j),(1.0083568808606922-0.004252757001319698j)
59,0.9880163855855882,-0.0028523001610661,-2.91777074178691,4.301878159988684,2.943449340566211,1.0000397737313755,(0.014188852491168387+0.9998993260884421j),(0.014188852491168387-0.9998993260884421j),(0.991110658513161+0.0044717952225476094j),(0.991110658513161-0.0044717952225476094j),(1.0089480156377042+0.004650004004388064j),(1.0089480156377042-0.004650004004388064j)
60,0.9880163925765756,-0.0028521033924309,-2.9178707420869623,4.301878167815227,2.943449340046385,1.0000555001973364,(0.014189435703442681+0.9998993133807513j),(0.014189435703442681-0.9998993133807513j),(0.98950816575076+0.004773892765437858j),(0.98950816575076-0.004773892765437858j),(1.0105791047687784+0.0049273080313747665j),(1.0105791047687784-0.0049273080313747665j)
61,0.9880163995648412,-0.0028519066441014,-2.917970742357488,4.3018781757679045,2.943449339541633,1.000044453709014,(0.014187332853843283+0.9998993400561471j),(0.014187332853843283-0.9998993400561471j),(0.9906029515054711+0.0049413879046053535j),(0.9906029515054711-0.0049413879046053535j),(1.0094619113813423+0.004833724404702399j),(1.0094619113813423-0.004833724404702399j)
62,0.9880164065503804,-0.0028517099160708,-2.918070742601039,4.301878183865662,2.9434493390502805,1.000028532012076,(0.014184444982879255+0.999899369392354j),(0.014184444982879255-0.999899369392354j),(0.9924648148170923+0.004362968590054823j),(0.9924648148170923-0.004362968590054823j),(1.0075721495369818+0.004579507045102949j),(1.0075721495369818-0.004579507045102949j)
63,0.9880164135331766,-0.0028515132083346,-2.918170742820064,4.301878192177918,2.9434493385660208,1.0000378634279237,(0.014184342467624279+0.9998993899741451j),(0.014184342467624279-0.9998993899741451j),(0.9913233102365937+0.004948902538106732j),(0.9913233102365937-0.004948902538106732j),(1.0087276517312105+0.005000224508753194j),(1.0087276517312105-0.005000224508753194j)
64,0.9880164205132584,-0.0028513165208813,-2.9182707430164694,4.301878200593807,2.943449338098961,1.0000346401960396,(0.014182960593011494+0.9998993728970682j),(0.014182960593011494-0.9998993728970682j),(0.991698511215253+0.0049936432308798065j),(0.991698511215253-0.0049936432308798065j),(1.0083452549214464+0.00498758498677294j),(1.0083452549214464-0.00498758498677294j)
65,0.9880164274905978,-0.0028511198537097,-2.918370743192124,4.301878209231741,2.943449337638232,1.0000746132112512,(0.014186565994398735+0.9998993068076617j),(0.014186565994398735-0.9998993068076617j),(0.9878459914210851+0.00498287904942047j),(0.9878459914210851-0.00498287904942047j),(1.0122777942074674+0.005008465666135244j),(1.0122777942074674-0.005008465666135244j)
66,0.9880164344652302,-0.0028509232068076,-2.918470743348603,4.301878217948043,2.943449337197004,1.0000244351704464,(0.014178137285767955+0.9998994753520749j),(0.014178137285767955-0.9998994753520749j),(0.9930336599651909+0j),(1.0000037485592217+0.007545031153419667j),(1.0000037485592217-0.007545031153419667j),(1.0069495405812257+0j)
67,0.988016441437128,-0.0028507265801744,-2.9185707434874266,4.301878226860371,2.9434493367644503,1.0000552326084882,(0.014182052002541048+0.9998993954190187j),(0.014182052002541048-0.9998993954190187j),(0.9895296140740419+0.005490105601988414j),(0.9895296140740419-0.005490105601988414j),(1.0105500776797367+0.0055434455366286176j),(1.0105500776797367-0.0055434455366286176j)
68,0.9880164484063124,-0.0028505299738014,-2.918670743609793,4.301878235887116,2.943449336348033,1.0000418997958842,(0.014179416432024947+0.9998994687652015j),(0.014179416432024947-0.9998994687652015j),(0.990872364462201+0.005493427210989878j),(0.990872364462201-0.005493427210989878j),(1.009180257570882+0.005662924083891887j),(1.009180257570882-0.005662924083891887j)
69,0.9880164553727626,-0.002850333387687,-2.91877074371697,4.301878245109951,2.943449335940404,1.0000273736489638,(0.01417460655360877+0.9998994991845445j),(0.01417460655360877-0.9998994991845445j),(0.9926495977001052+0j),(0.999945553980399+0.009337224759768706j),(0.999945553980399-0.009337224759768706j),(1.0074265659862527+0j)
70,0.988016462336497,-0.0028501368218234,-2.9188707438100288,4.301878254463064,2.9434493355473954,1.0000435833883814,(0.014177550415638698+0.9998994346221209j),(0.014177550415638698-0.9998994346221209j),(0.9906906528847477+0.005720180928359443j),(0.9906906528847477-0.005720180928359443j),(1.009362436765572+0.005860535559082662j),(1.009362436765572-0.005860535559082662j)
71,0.9880164692975014,-0.0028499402762085,-2.918970743889892,4.301878264001966,2.943449335164102,1.0000178658757597,(0.01417414106338406+0.9998995439069724j),(0.01417414106338406-0.9998995439069724j),(0.9940282599914604+0.004879258833154851j),(0.9940282599914604-0.004879258833154851j),(1.0059824918455444+0.00508999985659991j),(1.0059824918455444-0.00508999985659991j)
72,0.9880164762557888,-0.0028497437508355,-2.919070743957528,4.301878273681344,2.943449334794508,1.000034444336089,(0.014174638381988406+0.9998995280931815j),(0.014174638381988406-0.9998995280931815j),(0.9917176204111153+0.00579985853692255j),(0.9917176204111153-0.00579985853692255j),(1.0083172699052099+0.005883677935570271j),(1.0083172699052099-0.005883677935570271j)
