Index,Initial x,Initial z,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
96,1.0361613114335542,0.136864623866041,0.2454065451177677,45.85152098753828,3.0496254455846614,3049872.6913298517,(-6099745.382659539+0j),(-1.676880928558333e-07+0j),(1.383398093108929+0j),(1.0058374136946922+0j),(0.9941757175969341+0j),(0.7228729952328813+0j)
97,1.0363029813674418,0.1375655458915762,0.2435137988666504,45.89544231421813,3.0496225149486467,3257289.8326783744,(-6514579.665356595+0j),(-1.5621569297295143e-07+0j),(0.7920929576259673+0.610399474191713j),(0.7920929576259673-0.610399474191713j),(0.999999507563377+0.0015051407238941038j),(0.999999507563377-0.0015051407238941038j)
98,1.0364327243212008,0.1382442274903649,0.2417011786303253,45.93767541199063,3.049610440278073,3452404.3681258517,(-6904808.736251557+0j),(0.5486454308863171+0.8360545296198543j),(0.5486454308863171-0.8360545296198543j),(-1.466496688335323e-07+0j),(1.0000001043514803+0.0010705063783430493j),(1.0000001043514803-0.0010705063783430493j)
99,1.0365515366685136,0.138901394869159,0.2399644861955673,45.97828501045327,3.049590246917834,3634209.884573994,(-7268419.769147851+0j),(0.32127004221095434+0.946987590476233j),(0.32127004221095434-0.946987590476233j),(-1.397963555606028e-07+0j),(0.9999998710258649+0.00044780879175280606j),(0.9999998710258649-0.00044780879175280606j)
100,1.0366603264102183,0.1395377260319966,0.2382998541948517,46.01733338357515,3.0495628687720973,3802065.025129653,(-7604130.050259175+0j),(0.10860733758178699+0.994084390708205j),(0.10860733758178699-0.994084390708205j),(-1.3517475061743695e-07+0j),(0.9999998328975419+0.0010565311584425701j),(0.9999998328975419-0.0010565311584425701j)
101,1.0367599224695183,0.1401538609334228,0.2367037006566401,46.05488043721835,3.04952915631667,3966333.642484767,(-7911261.995135145+0j),(-0.09055365840209834+0.9958916616648845j),(-0.09055365840209834-0.9958916616648845j),(-1.2606100370486627e-07+0j),(1.0005026207434966+0j),(0.9994971705690363+0j)
102,1.036944490712025,0.1413993790436073,0.2335229464805542,46.12997578062112,3.0494398858346217,4234468.484185495,(-8468936.968370873+0j),(-0.47392200197896955+0.8805669325518708j),(-0.47392200197896955-0.8805669325518708j),(-1.201150271553426e-07+0j),(1.0007133737676408+0j),(0.9992867198079294+0j)
103,1.0371037207804457,0.1426147041626257,0.2304766751429557,46.20218393354673,3.0493263645319004,4770995.978828379,(-8918200.468044482+0j),(-0.8247934542335834+0.5654340164255092j),(-0.8247934542335834-0.5654340164255092j),(-1.0479992064943874e-07+0j),(0.9999999379423677+0.0006769031458957479j),(0.9999999379423677-0.0006769031458957479j)
104,1.037240100518354,0.1438008654526079,0.2275561587790276,46.27161529029777,3.0491913311058787,4709382.212180208,(-9253047.603084452+0j),(-1.7086389338136256+0j),(-0.5852611363400271+0j),(-1.0617103846589905e-07+0j),(1.0005191277972156+0j),(0.999480813788652+0j)
105,1.0373558686473043,0.1449588150525203,0.2247534587287796,46.33837608953316,3.049037257811877,4921471.78073503,(-9470758.458663944+0j),(-2.4853798709962898+0j),(-0.40235310522846457+0j),(-1.0159562469853873e-07+0j),(1.000000070025676+0.0003694056124539067j),(1.000000070025676-0.0003694056124539067j)
