Index,Initial x,Initial y,Initial vx,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
193,-0.3533293466263398,0.939802847836207,1.6226239658166148,0.600890350281903,0.6812733001454445,6.31056525047968,2.1737694144890995,1.0025362857981863,(0.9390912094634749+0.34366800885507626j),(0.9390912094634749-0.34366800885507626j),(1.0738034194658124+0j),(0.9312691521247788+0j),(1.0000000000004112+6.498758608608588e-08j),(1.0000000000004112-6.498758608608588e-08j)
194,-0.364924480007011,0.935449671596711,1.61745959800607,0.6218117681863419,0.6785851288343834,6.310579603173333,2.152061293544868,1.002523508083304,(0.9407150669322788+0.33919782258850373j),(0.9407150669322788-0.33919782258850373j),(1.0736106676749406+0j),(0.931436348485707+0j),(1.000000000000347+1.6575215304877225e-07j),(1.000000000000347-1.6575215304877225e-07j)
195,-0.3764574103387444,0.930956071557942,1.6119753793701097,0.6426620655695813,0.6759417460032904,6.310593581256887,2.129493830134788,1.0025110210305357,(0.9423010171779306+0.33476677407894967j),(0.9423010171779306-0.33476677407894967j),(1.073421861434988+0j),(0.9316001806202896+0j),(1.000000000000421+1.0873242207536783e-07j),(1.000000000000421-1.0873242207536783e-07j)
196,-0.3879265668127247,0.926322987020469,1.6061742337514244,0.6634366517937366,0.6733424753702124,6.310607196828858,2.106083574920853,1.0024988170743965,(0.9438501026646074+0.33037400579032683j),(0.9438501026646074-0.33037400579032683j),(1.073236913138283+0j),(0.9317607210047092+0j),(1.0000000000004345+1.0866835936590609e-07j),(1.0000000000004345-1.0866835936590609e-07j)
197,-0.3993303946791942,0.9215513704877514,1.6000590755596824,0.6841310220084438,0.6707866539023459,6.310620461463376,2.0818476484001582,1.002486888907591,(0.9453633270290809+0.32601868030922965j),(0.9453633270290809-0.32601868030922965j),(1.0730557377772587+0j),(0.9319180400320354+0j),(1.0000000000003917+1.1214791026197466e-07j),(1.0000000000003917-1.1214791026197466e-07j)
198,-0.4106673549203641,0.9166421875048816,1.5936328110443654,0.7047407541119983,0.6682736317840008,6.310633386235965,2.056803721289518,1.0024752294718224,(0.9468416567562496+0.32169997984632215j),(0.9468416567562496-0.32169997984632215j),(1.0728782528710565+0j),(0.9320722060666927+0j),(1.0000000000003997+1.1611652863358806e-07j),(1.0000000000003997-1.1611652863358806e-07j)
199,-0.4219359239582069,0.9115964165108849,1.5868983395223533,0.7252615059067433,0.6658027723482085,6.310645981749448,2.0309699952076015,1.0024638319484658,(0.9482860227902714+0.31741710568698356j),(0.9482860227902714-0.31741710568698356j),(1.0727043783869268+0j),(0.9322232855041087+0j),(1.0000000000003924+1.1577022371063632e-07j),(1.0000000000003924-1.1577022371063632e-07j)
200,-0.4331345933949517,0.906415048702195,1.579858554550555,0.7456890124342622,0.6633734519866558,6.310658258158119,2.0043651836151337,1.0024526897495418,(0.9496973220638936+0.3131692776543768j),(0.9496973220638936-0.3131692776543768j),(1.0725340366635008+0j),(0.9323713428297573+0j),(1.0000000000004046+8.182202282964155e-08j),(1.0000000000004046-8.182202282964155e-08j)
201,-0.4442618697834665,0.9010990879058725,1.5725163450463282,0.7660190834790438,0.6609850600394929,6.310670225190297,1.9770084929906855,1.0024417965094288,(0.9510764189413687+0.3089557336183694j),(0.9510764189413687-0.3089557336183694j),(1.072367152341365+0j),(0.9325164406715719+0j),(1.0000000000004028+8.265889405762706e-08j),(1.0000000000004028-8.265889405762706e-08j)
202,-0.4553162744251735,0.8956495504611809,1.564874596355594,0.7862476012294153,0.6586369986694943,6.31068189216973,1.9489196042185726,1.002431146076166,(0.9524241466147187+0.30477572893394483j),(0.9524241466147187-0.30477572893394483j),(1.072203652285674+0j),(0.9326586398607855+0j),(1.0000000000004179+8.23257067917858e-08j),(1.0000000000004179-8.23257067917858e-08j)
203,-0.4662963431930145,0.8900674651084027,1.5569361912725452,0.8063705180863313,0.6563286827200908,6.3106932680356245,1.9201186541721045,1.002420732503816,(0.9537413084052333+0.30062853597655825j),(0.9537413084052333-0.30062853597655825j),(0.932797999481567+0j),(1.0720434655202993+0j),(1.0000000000004285+8.164089873859489e-08j),(1.0000000000004285-8.164089873859489e-08j)
204,-0.4772006263776098,0.8843538728837104,1.548704011009742,0.8263838546099044,0.6540595395625216,6.310704361361446,1.8906262174715778,1.0024105500447449,(0.9550286790137792+0.29651344364652865j),(0.9550286790137792-0.29651344364652865j),(0.932934576924479+0j),(1.071886523159261+0j),(1.000000000000448+8.448148468071679e-08j),(1.000000000000448-8.448148468071679e-08j)
