Index,Initial x,Initial y,Initial z,Initial vx,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
42,-2.1336401291106646,0.0,0.0,0.0,1.7613991434724454,0.0,36.71960233936766,2.3889574573835746,586.2224802680049,(-1172.4439931780944+0j),(0.9999986684294153+0.0016317544809564101j),(0.9999986684294153-0.0016317544809564101j),(-0.0008529191229700516+0j),(-0.3724259275741457+0j),(-2.685097695835049+0j)
43,-2.1319344174862804,0.0,0.0,0.0,1.75939673336453,0.0,36.716717273258084,2.389485316806376,615.8612942935608,(-1231.721774000795+0j),(0.9999991393170038+0.0013118807167910615j),(0.9999991393170038-0.0013118807167910615j),(-0.0008118716571421034+0j),(-2.6561356341932205+0j),(-0.3764867980103461+0j)
44,-2.1302323692328473,0.0,0.0,0.0,1.7573873280311296,0.0,36.71384302765335,2.3900507593191787,641.779737518297,(-1283.5586959526277+0j),(0.9999993780887687+0.0011151556570037863j),(0.9999993780887687-0.0011151556570037863j),(-0.0007790840605858176+0j),(-0.380874761754356+0j),(-2.6255349537796357+0j)
45,-2.128533947314302,0.0,0.0,0.0,1.7553712882013948,0.0,36.710978802528444,2.3906522506180785,664.2141890947801,(-1328.4271948867254+0j),(0.9999995868613235+0.0009086438704935078j),(0.9999995868613235-0.0009086438704935078j),(-0.0007527696510255161+0j),(-0.3856016248118357+0j),(-2.5933500681862753+0j)
46,-2.1268391155978104,0.0,0.0,0.0,1.7533489557996706,0.0,36.70812382994734,2.3912883320031413,683.3865108552831,(-1366.7721839198534+0j),(0.9999996902173183+0.0007867378860757507j),(0.9999996902173183-0.0007867378860757507j),(-0.0007316507711436342+0j),(-2.5596306447059405+0j),(-0.39068136727725045+0j)
47,-2.1251478389035863,0.0,0.0,0.0,1.7513206553320984,0.0,36.705277372249206,2.391957615355331,699.5073593159324,(-1399.0138279932526+0j),(0.9999998272441806+0.0005873043009839491j),(0.9999998272441806-0.0005873043009839491j),(-0.0007147891280953969+0j),(-0.39613036009830527+0j),(-2.5244215054616355+0j)
48,-2.123460083044869,0.0,0.0,0.0,1.7492866951495032,0.0,36.70243872036003,2.3926587785357953,712.7742472241742,(-1425.5476386704895+0j),(0.9999998786186474+0.0004921612311089621j),(0.9999998786186474-0.0004921612311089621j),(-0.0007014847239327296+0j),(-2.4877624452574767+0j),(-0.4019676404010315+0j)
49,-2.1217758148584664,0.0,0.0,0.0,1.7472473686002303,0.0,36.69960719222017,2.393390561158868,723.3740344196107,(-1446.7471081045405+0j),(0.9999998959129441+0.0004556752070348922j),(0.9999998959129441-0.0004556752070348922j),(-0.0006912056765817037+0j),(-2.4496879987213833+0j),(-0.40821525048106055+0j)
50,-2.120095002227059,0.0,0.0,0.0,1.7452029550833623,0.0,36.696782131321605,2.3941517607046183,731.4827089162336,(-1462.9646142583738+0j),(0.9999999521482978+0.00030865275128299537j),(0.9999999521482978-0.00030865275128299537j),(-0.0006835434761768237+0j),(-2.4102271061759337+0j),(-0.41489866139006437+0j)
51,-2.1184176140965305,0.0,0.0,0.0,1.7431537210134171,0.0,36.69396290533837,2.394941228942607,737.2663877538268,(-1474.5320087193822+0j),(0.999999983855947+0.0001784705281981542j),(0.999999983855947-0.0001784705281981542j),(-0.0006781812358056994+0j),(-0.42204730027919435+0j),(-2.3694026696461865+0j)
