Index,Initial x,Initial z,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,1.0571543266660346,0.20373257925268493,0.04871679114920108,9.111937679842036,3.0431250579261495,11984.078732535889,(23968.156483538172+0j),(123.44905234754576+0j),(1.0000048226868596+0j),(0.99999517733748+0j),(4.1722022362294773e-05+0j),(0.00810050770157993+0j)
1,1.0565327510326978,0.2045170286749235,0.0487932317910157,9.133166347119023,3.0422919918967493,11294.437617542584,(22588.87519081559+0j),(130.43815926472286+0j),(0.9999999999879886+6.276928282461835e-06j),(0.9999999999879886-6.276928282461835e-06j),(4.426958275592549e-05+0j),(0.007666468192769841+0j)
2,1.0559406751583107,0.20526262212418925,0.048869229833063355,9.153384291434032,3.0414994187840634,10612.665250927212,(21225.32945247997+0j),(138.2290456680653+0j),(1.000005922840022+0j),(0.9999940771809008+0j),(4.711351854484976e-05+0j),(0.007234369561932367+0j)
3,1.0553768279271594,0.2059712369899823,0.04894446702768711,9.172639656525442,3.0407454839488635,9942.730464338847,(19885.4608783897+0j),(146.91517956457787+0j),(1.000004128569795+0j),(0.9999958714337875+0j),(5.028800382633734e-05+0j),(0.006806648593883369+0j)
4,1.054839966677987,0.2066446759855456,0.049018680694467125,9.190978287578718,3.040028390767288,9287.68669640277,(18575.37333897082+0j),(156.61050029644318+0j),(1.0000043935154002+0j),(0.9999956065091903+0j),(5.383472129048637e-05+0j),(0.00638526789279065+0j)
5,1.0543288819574754,0.20728466671032558,0.049091655378763116,9.208443841966595,3.039346404346951,8649.812895108063,(17299.624682267393+0j),(167.45426043995616+0j),(1.0000016066754704+0j),(0.9999983933360987+0j),(5.7804718753335086e-05+0j),(0.005971779973951854+0j)
6,1.0538424009830474,0.20789286199569618,0.049163215867741604,9.225077894489457,3.038697853900177,8030.738971044386,(16061.47732050239+0j),(179.6176024631111+0j),(1.000003704586729+0j),(0.9999962954154961+0j),(6.22607712367443e-05+0j),(0.0055673830862666114+0j)
7,1.0533793900528883,0.2084708408698745,0.04923322131436668,9.240920037412568,3.0380811340304605,7431.555144725487,(14863.110222170304+0j),(193.3125825578875+0j),(0.9999999999818853+6.123740740691465e-06j),(0.9999999999818853-6.123740740691465e-06j),(6.728067208755071e-05+0j),(0.005172969020288198+0j)
8,1.052938756101753,0.20902011000497328,0.049301560269741036,9.256007975578335,3.0374947051466306,6852.89747595268,(13705.794878943521+0j),(208.8047397109378+0j),(1.0000036603235551+0j),(0.9999963397012305+0j),(7.296184054266932e-05+0j),(0.004789163310124768+0j)
9,1.052519447567865,0.20954210553223024,0.04936814646374599,9.270377616854486,3.036937093183609,6295.018654184752,(12590.037228941623+0j),(226.4309445658502+0j),(1.000003819194945+0j),(0.9999961808317592+0j),(7.942788292396816e-05+0j),(0.004416357492303685+0j)
10,1.0521204547081622,0.2100381951310845,0.04943291520542557,9.284063158162917,3.03640688877845,5757.84321684765,(11515.686346857228+0j),(246.62535050059324+0j),(0.9999999999815276+5.771270267934644e-06j),(0.9999999999815276-5.771270267934644e-06j),(8.683807279804693e-05+0j),(0.004054733214520159+0j)
11,1.0517408094755443,0.21050968031443418,0.04949582029943336,9.297097167318796,3.035902746024749,5241.004292471312,(10482.00848954106+0j),(269.95821015710874+0j),(1.0000045030384324+0j),(0.9999954969797996+0j),(9.540156458298262e-05+0j),(0.0037042770408058073+0j)
12,1.0513795850519492,0.21095779884656293,0.04955683139468959,9.309510660895873,3.0354233809068285,4743.860638417636,(9487.721166010082+0j),(297.1959494938749+0j),(1.00000428794328+0j),(0.999995712064752+0j),(0.00010539938747469099+0j),(0.003364783407771023+0j)
13,1.0510358951145289,0.21138372724209342,0.049615931696937676,9.321333178320877,3.0349675694969482,4265.487272179407,(8530.97442713891+0j),(329.398072783246+0j),(1.0000041348104423+0j),(0.9999958652021061+0j),(0.00011721990803304017+0j),(0.003035840469420862+0j)
