Index,Initial x,Initial y,Initial z,Initial vx,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-3.4773684814409704,0.0,0.0,0.0,3.2374316788981443,0.0,31.434920379216194,2.186721404450944,1.0000000000035572,(1.000002667237226+0j),(0.9999973327594357+0j),(-0.4211410277514959+0.906995167984098j),(-0.4211410277514959-0.906995167984098j),(0.9976661817291355+0.06828023018284048j),(0.9976661817291355-0.06828023018284048j)
1,-3.472092198242608,0.0,0.0,0.0,3.229107494417121,0.0,31.431532879644788,2.2047586451724754,1.0,(-0.024127820139526426+0.9997088817772817j),(-0.024127820139526426-0.9997088817772817j),(0.9999999999851545+3.321084691021829e-06j),(0.9999999999851545-3.321084691021829e-06j),(0.9979862181438752+0.06343113111566837j),(0.9979862181438752-0.06343113111566837j)
2,-3.4666141330736697,0.0,0.0,0.0,3.220833701076745,0.0,31.429054859656475,2.221025662113636,1.0000000000007154,(0.3365871295250025+0.9416523266301141j),(0.3365871295250025-0.9416523266301141j),(1.0000011962239652+0j),(0.9999988037613192+0j),(0.9982069892062544+0.05985655101601317j),(0.9982069892062544-0.05985655101601317j)
3,-3.4610199640990573,0.0,0.0,0.0,3.2126014509850163,0.0,31.42712060847246,2.2361674950409345,1.000000000002605,(0.6657414543189792+0.7461824951113081j),(0.6657414543189792-0.7461824951113081j),(1.0000022825331918+0j),(0.9999977174561256+0j),(0.9983719688366914+0.05703868722833749j),(0.9983719688366914-0.05703868722833749j)
4,-3.4553479103205897,0.0,0.0,0.0,3.2044028874091954,0.0,31.42555681663542,2.2504983505256835,1.0000000000016618,(0.967622621037597+0.2524013931406422j),(0.967622621037597-0.2524013931406422j),(1.0000018229936645+0j),(0.9999981770038472+0j),(0.9985010407626964+0.054732728741642055j),(0.9985010407626964-0.054732728741642055j)
5,-3.4496187774496643,0.0,0.0,0.0,3.19623220198893,0.0,31.424265404524057,2.264199848784571,1.2456785359218432,(1.988453747447098+0j),(0.5029033243995392+0j),(1.0000016563070198+0j),(0.9999983436826969+0j),(0.9986050805973259+0.05280050193735736j),(0.9986050805973259-0.05280050193735736j)
6,-3.443845330012462,0.0,0.0,0.0,3.1880851017060485,0.0,31.423184549916755,2.2773885640576577,1.5026699007117201,(2.6242833949712048+0j),(0.38105640645423067+0j),(1.0000015599016847+0j),(0.9999984400920282+0j),(0.9986907170770922+0.05115517201295585j),(0.9986907170770922-0.05115517201295585j)
7,-3.4380360551190523,0.0,0.0,0.0,3.179958337997574,0.0,31.422272328804475,2.2901448553853463,1.7408370612485478,(3.165797998885801+0j),(0.31587612360271883+0j),(1.0000015149450248+0j),(0.9999984850562276+0j),(0.9987622974498687+0.04973804572336787j),(0.9987622974498687-0.04973804572336787j)
8,-3.4321969331077153,0.0,0.0,0.0,3.1718493891226944,0.0,31.421498759722084,2.3025270725741915,1.9620271279735686,(3.65008827937902+0j),(0.2739659765622194+0j),(1.0000013536456258+0j),(0.9999986463493507+0j),(0.9988228281340884+0.04850729839845243j),(0.9988228281340884-0.04850729839845243j)
9,-3.4263323673255095,0.0,0.0,0.0,3.163756251549387,0.0,31.420841515762202,2.314579297340103,2.1677858560700454,(4.091141132085722+0j),(0.24443058005454296+0j),(0.9999986497856441+0j),(1.0000013502084806+0j),(0.9988744738929973+0.047431902814983294j),(0.9988744738929973-0.047431902814983294j)
10,-3.4204457137365427,0.0,0.0,0.0,3.155677300839426,0.0,31.42028342992819,2.3263358901726487,2.3594240882514437,(4.496450533623881+0j),(0.22239764287910746+0j),(0.9999985344855394+0j),(1.0000014655156253+0j),(0.9989188438180262+0.0464881002505341j),(0.9989188438180262-0.0464881002505341j)
11,-3.4145396021477095,0.0,0.0,0.0,3.147611196585445,0.0,31.419810955318653,2.3378243210831346,2.538066485169322,(4.870829114143766+0j),(0.20530385619584296+0j),(0.9999988679509311+0j),(1.0000011320441131+0j),(0.9989571651817835+0.04565722430943054j),(0.9989571651817835-0.04565722430943054j)
12,-3.4086161410558318,0.0,0.0,0.0,3.139556815781798,0.0,31.419413168627848,2.349067016087025,2.7046879011648612,(5.217721256020298+0j),(0.19165454629119735+0j),(0.9999988831589998+0j),(1.0000011168384881+0j),(0.9989903942508556+0.044924294030813286j),(0.9989903942508556-0.044924294030813286j)
13,-3.4026770537359665,0.0,0.0,0.0,3.1315132050017414,0.0,31.419081099803815,2.360082608556862,2.860140998978374,(5.539769057870355+0j),(0.180512940079712+0j),(0.9999988418346295+0j),(1.0000011581641477+0j),(0.9990192897065051+0.04427706848815406j),(0.9990192897065051-0.04427706848815406j)
14,-3.396723771788756,0.0,0.0,0.0,3.1234795453214272,0.0,31.418807266293,2.370886814793593,3.0051775714381823,(5.839095748780075+0j),(0.17125939409517876+0j),(0.9999990131638186+0j),(1.0000009868363875+0j),(0.9990444628880699+0.04370539065592634j),(0.9990444628880699-0.04370539065592634j)
15,-3.3907575013295648,0.0,0.0,0.0,3.11545512608771,0.0,31.418585340455607,2.381493063500944,3.1404652493297758,(6.117464070663972+0j),(0.16346642799176075+0j),(0.999999104506795+0j),(1.0000008954863704+0j),(0.9990664131284672+0.043200719418179656j),(0.9990664131284672-0.043200719418179656j)
16,-3.384779270991718,0.0,0.0,0.0,3.1074393249579053,0.0,31.41840990642162,2.3919129589625605,3.2666007593452946,(6.376372538889784+0j),(0.15682897978409097+0j),(0.9999991610657318+0j),(1.0000008389362296+0j),(0.9990855531969685+0.04275578782619707j),(0.9990855531969685-0.04275578782619707j)
17,-3.3787899675018744,0.0,0.0,0.0,3.0994315924691045,0.0,31.418276278664745,2.4021566288831107,3.3841205877914446,(6.617117982240002+0j),(0.15112319331153062+0j),(0.9999993435851232+0j),(1.000000656414996+0j),(0.9991022279948282+0.042364348400578504j),(0.9991022279948282-0.042364348400578504j)
18,-3.37279036254323,0.0,0.0,0.0,3.0914314399428435,0.0,31.418180364186828,2.412232990261863,3.4935096456609993,(6.840838378280389+0j),(0.1461809130256101+0j),(0.9999994266432715+0j),(1.0000005733553257+0j),(0.9991167285407947+0.04202097987387727j),(0.9991167285407947-0.04202097987387727j)
19,-3.36678113338076,0.0,0.0,0.0,3.0834384298831243,0.0,31.418118556156724,2.4221499558378916,3.595208375015256,(7.048543467288847+0j),(0.1418732827052384+0j),(0.9999995287003752+0j),(1.000000471297739+0j),(0.9991293026002668+0.04172093820981438j),(0.9991293026002668-0.04172093820981438j)
20,-3.3607628789349837,0.0,0.0,0.0,3.0754521682646665,0.0,31.418087650659068,2.4319145966706923,3.6896186384967455,(7.241137425905838+0j),(0.1380998510562823+0j),(0.9999997057025469+0j),(1.0000002943011852+0j),(0.9991401628766212+0.04146004011521283j),(0.9991401628766212-0.04146004011521283j)
21,-3.354736132475229,0.0,0.0,0.0,3.0674722982750824,0.0,31.41808478070112,2.4415332717863283,3.7771086343002382,(7.419436136748303+0j),(0.1347811318225422+0j),(1.000000000001318+2.0132045331929442e-07j),(1.000000000001318-2.0132045331929442e-07j),(0.999149493404737+0.041234570795899844j),(0.999149493404737-0.041234570795899844j)
22,-3.348701371765136,0.0,0.0,0.0,3.0594984951875728,0.0,31.418107363308852,2.4510117327519616,3.8580170350788707,(7.5841806711392685+0j),(0.1318533989835958+0j),(1.0000000000004916+3.5342891524809033e-07j),(1.0000000000004916-3.5342891524809033e-07j),(0.9991574545961945+0.04104121007691596j),(0.9991574545961945-0.04104121007691596j)
23,-3.3426590272582675,0.0,0.0,0.0,3.051530462124781,0.0,31.418153056659516,2.460355208877001,3.932656482888919,(7.736047997335593+0j),(0.12926496841026328+0j),(1.0000000000001545+4.7354012948796126e-07j),(1.0000000000001545-4.7354012948796126e-07j),(0.9991641872641561+0.04087697259482405j),(0.9991641872641561-0.04087697259482405j)
24,-3.3366094887871283,0.0,0.0,0.0,3.0435679265287443,0.0,31.418219725034383,2.46956847731499,4.001316576566509,(7.875659662277436+0j),(0.1269734908414041+0j),(0.9999999999987959+5.575911724636475e-07j),(0.9999999999987959-5.575911724636475e-07j),(0.9991698158614684+0.04073915893999347j),(0.9991698158614684-0.04073915893999347j)
25,-3.330553111070404,0.0,0.0,0.0,3.0356106371989493,0.0,31.41830540990576,2.478655921219092,4.06426642816527,(8.003588907867524+0j),(0.12494394845999945+0j),(1.0000000000004672+5.61561447596518e-07j),(1.0000000000004672-5.61561447596518e-07j),(0.9991744511094391+0.04062531538369211j),(0.9991744511094391-0.04062531538369211j)
26,-3.3244902182862837,0.0,0.0,0.0,3.0276583617892414,0.0,31.418408305900183,2.4876215783824094,4.121756868682451,(8.120366587586966+0j),(0.12314714972625317+0j),(1.0000000000004965+6.313466904531304e-07j),(1.0000000000004965-6.313466904531304e-07j),(0.9991781921476761+0.0405332004213566j),(0.9991781921476761-0.0405332004213566j)
27,-3.3184211078981893,0.0,0.0,0.0,3.019710884680217,0.0,31.418526740669623,2.4964691822021265,4.174022352253342,(8.226486120999933+0j),(0.12155858349358636+0j),(1.0000000000003388+6.656872614908269e-07j),(1.0000000000003388-6.656872614908269e-07j),(0.9991811283050647+0.04046075677694845j),(0.9991811283050647-0.04046075677694845j)
28,-3.3123460538795633,0.0,0.0,0.0,3.011768005158969,0.0,31.41865915791491,2.5052021964299573,4.221282618109403,(8.322407700530954+0j),(0.12015753565305638+0j),(1.0000000000005351+6.918951032711492e-07j),(1.0000000000005351-6.918951032711492e-07j),(0.9991833405677522+0.040406087806901796j),(0.9991833405677522-0.040406087806901796j)
29,-3.3062653094490253,0.0,0.0,0.0,3.0038295358542393,0.0,31.4188041029852,2.513823844823502,4.263744139025089,(8.40856187720687+0j),(0.11892640080416723+0j),(1.0000000000007323+7.532111621715866e-07j),(1.0000000000007323-7.532111621715866e-07j),(0.9991849028031022+0.040367437500811426j),(0.9991849028031022-0.040367437500811426j)
30,-3.3001791094050663,0.0,0.0,0.0,2.995895301383982,0.0,31.418960210587827,2.5223371365997487,4.301601392287301,(8.485352644204742+0j),(0.11785014034508659+0j),(0.9999999999988929+7.45267962687151e-07j),(0.9999999999988929-7.45267962687151e-07j),(0.9991858827855908+0.040343173424795244j),(0.9991858827855908-0.040343173424795244j)
31,-3.2940876721301593,0.0,0.0,0.0,2.9879651371812215,0.0,31.4191261942391,2.5307448884008767,4.335037978499339,(8.55316010505644+0j),(0.11691585188521787+0j),(1.0000000000008142+7.304719618976713e-07j),(1.0000000000008142-7.304719618976713e-07j),(0.9991863430611849+0.040331772092426006j),(0.9991863430611849-0.040331772092426006j)
32,-3.287991201321205,0.0,0.0,0.0,2.980038888469671,0.0,31.41930083716873,2.5390497433551324,4.364227609610766,(8.61234279496699+0j),(0.11611242420337164+0j),(1.0000000000004463+7.318994507883902e-07j),(1.0000000000004463-7.318994507883902e-07j),(0.9991863416778142+0.04033180636451226j),(0.9991863416778142-0.04033180636451226j)
33,-3.2818898874899434,0.0,0.0,0.0,2.97211640936741,0.0,31.41948298443541,2.547254187680796,4.389334982852621,(8.663239707058166+0j),(0.11543025863451804+0j),(0.9999999999991263+7.188042784761476e-07j),(0.9999999999991263-7.188042784761476e-07j),(0.9991859328063386+0.04034193453529093j),(0.9991859328063386-0.04034193453529093j)
34,-3.275783909271488,0.0,0.0,0.0,2.964197562098601,0.0,31.419671536062555,2.5553605652293143,4.4105165587267425,(8.706172074997758+0j),(0.11486104241694568+0j),(1.0000000000000147+7.176039686103575e-07j),(1.0000000000000147-7.176039686103575e-07j),(0.9991851672691421+0.04036089084140355j),(0.9991851672691421-0.04036089084140355j)
