Index,Initial x,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-1.9925273713913625,1.4034338250861471,3.266846674937428e-72,37.12758850762837,3.006330393810783,6515.984266907401,(13031.96297297036+0j),(1.0000589247450973+0j),(0.9999410752188975+0j),(7.673437848575271e-05+0j),(1.000384011253854+0j),(0.9996161361541474+0j)
1,-1.9925283591785743,1.4034359535353105,-0.0009999972315908,37.12758885857679,3.006326855612336,6515.87307353228,(13031.74607032887+0j),(7.673568947485217e-05+0j),(1.0144190041717234+0j),(0.9857859474736348+0j),(1.000000000270786+4.4817208738374136e-07j),(1.000000000270786-4.4817208738374136e-07j)
2,-1.9925313046214388,1.4034423111772285,-0.0019999725468998,37.12758781257818,3.006316256499688,6515.540227454106,(13031.074090692873+0j),(7.67396079971491e-05+0j),(1.0290449498011212+0j),(0.9717748435796889+0j),(0.9999999999505697+1.895684511832743e-06j),(0.9999999999505697-1.895684511832743e-06j)
3,-1.9925362134776712,1.4034529067573154,-0.0029999039831865,37.1275860695479,3.006298592099322,6514.977174865473,(13029.954272984705+0j),(7.674626572940254e-05+0j),(1.04387948769093+0j),(0.9579649885011773+0j),(0.9999989644368664+0j),(1.0000010356652413+0j)
4,-1.992543085424438,1.4034677395409123,-0.0039997696126352,37.12758362993684,3.0062738635922166,6514.193457603658,(13028.386838451843+0j),(7.675551853720247e-05+0j),(1.0589247485965636+0j),(0.9443541742451824+0j),(0.9999977741455511+0j),(1.000002226191545+0j)
5,-1.9925519200098647,1.4034868084997818,-0.0049995475214595,37.12758049437627,3.00624207263112,6513.187175623091,(13026.372100497392+0j),(7.676733210093545e-05+0j),(1.0741826327929118+0j),(0.9309403915797039+0j),(1.0000008260463615+0j),(0.9999991741561399+0j)
6,-1.9925627166531168,1.4035101123123594,-0.00599921581457,37.12757666367752,3.006203221339999,6511.955272876265,(13023.910456432317+0j),(7.678185460369136e-05+0j),(1.089654849886329+0j),(0.9177217896048174+0j),(0.9999999999014564+9.689364698663978e-07j),(0.9999999999014564-9.689364698663978e-07j)
7,-1.992575474644481,1.4035376493640752,-0.0069987526202368,37.12757213883206,3.006157312313256,6510.501233976502,(13021.002391154001+0j),(7.67990214221026e-05+0j),(1.1053432066135753+0j),(0.9046963881183121+0j),(1.0000021886912969+0j),(0.9999978113870575+0j)
8,-1.9925901931455032,1.4035694177477724,-0.0079981360947407,37.12756692101126,3.0061043486148185,6508.825419766824,(13017.64848676465+0j),(7.681877615461907e-05+0j),(1.1212496448748226+0j),(0.8918620419076121+0j),(0.9999999997860989+1.3543624606472643e-06j),(0.9999999997860989-1.3543624606472643e-06j)
9,-1.9926068711891456,1.4036054152642046,-0.0089973444270144,37.12756101156601,3.0060443337770417,6506.924741812879,(13013.849406784542+0j),(7.684122815265759e-05+0j),(1.1373758000855732+0j),(0.8792168770986518+0j),(1.0000000000779976+7.487561655700652e-07j),(1.0000000000779976-7.487561655700652e-07j)
10,-1.9926255076799488,1.4036456394225911,-0.0099963558432721,37.127554412026775,3.0059772717994298,6504.804595739155,(13009.605901902+0j),(7.686626025349419e-05+0j),(1.1537234964840741+0j),(0.8667588019608408+0j),(1.0000000000732605+1.7469082280110916e-06j),(1.0000000000732605-1.7469082280110916e-06j)
11,-1.992646101394217,1.4036900874412346,-0.0109951486116248,37.12754712410317,3.0059031671472347,6502.4594444979975,(13004.918812102012+0j),(7.6894008631756e-05+0j),(1.1702944093837129+0j),(0.8544858386017404+0j),(0.9999999999656981+4.266728239440271e-07j),(0.9999999999656981-4.266728239440271e-07j)
12,-1.9926686503382307,1.4037387548625884,-0.0119936738011165,37.12753914991068,3.0058220270600806,6499.894645882645,(12999.789214840966+0j),(7.692432964101492e-05+0j),(1.187089787573059+0j),(0.84239626885894+0j),(0.9999976394006873+0j),(1.000002360531253+0j)
13,-1.992693152873364,1.403791637981916,-0.0129919098302035,37.12753049157206,3.005733857502421,6497.109116737795,(12994.218156518287+0j),(7.695730597823136e-05+0j),(1.2041113409791064+0j),(0.830487981179755+0j),(0.9999999999116624+1.5605612228747094e-06j),(0.9999999999116624-1.5605612228747094e-06j)
14,-1.9927196072340416,1.403848732807185,-0.0139898351790377,37.12752115138786,3.005638664897056,6494.1034275228585,(12988.206778052794+0j),(7.699296455365712e-05+0j),(1.221360586394912+0j),(0.8187590228686804+0j),(0.9999995698792223+0j),(1.0000004299679652+0j)
15,-1.992748011528121,1.4039100350601714,-0.0149874283939677,37.12751113183596,3.00553645612284,6490.880122559584,(12981.756303884285+0j),(7.703115656521042e-05+0j),(1.2388391666405316+0j),(0.8072072809725316+0j),(1.00000000005951+1.8051048472948528e-06j),(1.00000000005951-1.8051048472948528e-06j)
16,-1.992778363737188,1.4039755401774952,-0.0159846680920222,37.127500435571065,3.005427238512252,6487.434894040583,(12974.86804276253+0j),(7.707206486640139e-05+0j),(1.2565485748897094+0j),(0.7958307578975712+0j),(1.0000018218171631+0j),(0.9999981782463246+0j)
17,-1.9928106617169947,1.4040452433118893,-0.0169815329653568,37.12748906542427,3.0053110198487643,6483.771733354459,(12967.54338959331+0j),(7.711561793199984e-05+0j),(1.2744903677101405+0j),(0.7846273566470878+0j),(1.0000023842774615+0j),(0.9999976154585372+0j)
18,-1.99284490319782,1.4041191393334016,-0.01797800178568,37.12747702440264,3.005187808364097,6479.895459189894,(12959.783828827847+0j),(7.716173912464264e-05+0j),(1.29266603865919+0j),(0.7735950066426762+0j),(1.0000000000557567+2.2440865561700145e-06j),(1.0000000000557567-2.2440865561700145e-06j)
19,-1.9928810857848955,1.4041972228307318,-0.0189740534086439,37.127464315688414,3.005057612735296,6475.795499483202,(12951.590921755811+0j),(1.3110769345537345+0j),(7.721061005541382e-05+0j),(0.7627317494130165+0j),(0.999998338532312+0j),(1.0000016614243774+0j)
20,-1.992919206958851,1.4042794881126206,-0.0199696667782051,37.12745094263874,3.004920442081664,6471.483199239243,(12942.966321216445+0j),(1.3297245349614273+0j),(7.726205898591918e-05+0j),(0.7520354544704343+0j),(1.0000000000072533+1.8836186544677055e-06j),(1.0000000000072533-1.8836186544677055e-06j)
21,-1.9929592640761264,1.4043659292092538,-0.0209648209309568,37.12743690878475,3.00477630596155,6466.9565526032575,(12933.911756998543+0j),(7.731612218542239e-05+0j),(1.3486101343420271+0j),(0.7415041400181472+0j),(0.9999999999801507+1.244100574422565e-06j),(0.9999999999801507-1.244100574422565e-06j)
22,-1.9930012543695064,1.404456539873849,-0.0219594950004139,37.12742221783124,3.0046252143689776,6462.214563933612,(12924.429050494367+0j),(7.737289150200333e-05+0j),(1.3677350577226954+0j),(0.7311357538320961+0j),(0.9999986224148204+0j),(1.0000013777144539+0j)
23,-1.9930451749485425,1.4045513135841456,-0.02295366822128,37.127406873655886,3.004467177730141,6457.26008704664,(12914.520096661057+0j),(7.743223214018435e-05+0j),(1.3871005848819493+0j),(0.7209282509462837+0j),(0.9999999999731659+9.893839813018618e-07j),(0.9999999999731659-9.893839813018618e-07j)
24,-1.9930910228000824,1.4046502435440698,-0.023947319933664,37.12739088030854,3.0043022068997365,6452.093477028124,(12904.18687656202+0j),(1.4067079039069985+0j),(7.749427017612887e-05+0j),(0.7108796365484777+0j),(0.9999984655108964+0j),(1.000001534423708+0j)
25,-1.9931387947888104,1.4047533226854492,-0.0249404295872598,37.12737424201055,3.004130313157173,6446.715766333276,(12893.431455107679+0j),(1.4265582052631154+0j),(7.755888225813301e-05+0j),(0.700987873097559+0j),(0.9999987489673127+0j),(1.0000012510322875+0j)
26,-1.9931884876577315,1.4048605436696957,-0.0259329767454977,37.12735696315409,3.00395150820264,6441.1280271736105,(12882.255976721066+0j),(1.4466525952234925+0j),(7.762618851586696e-05+0j),(0.6912509650921924+0j),(1.0000013902124634+0j),(0.9999986098179031+0j)
27,-1.9932400980287688,1.4049718988896742,-0.0269249410896369,37.12733904830124,3.0037658041530104,6435.331368861154,(12870.662660026232+0j),(1.4669921472755847+0j),(7.769608523268266e-05+0j),(0.6816669076297188+0j),(0.9999993693427195+0j),(1.0000006307384013+0j)
28,-1.9932936224032656,1.4050873804714683,-0.0279163024228414,37.12732050218347,3.0035732135376696,6429.326943927409,(12858.65381008618+0j),(1.4875778564686637+0j),(7.776872557368115e-05+0j),(0.6722337300877673+0j),(0.9999971934230018+0j),(1.0000028064922033+0j)
29,-1.993349057162632,1.4052069802764025,-0.0289070406741815,37.12730132970065,3.00337374929412,6423.115943934691,(12846.231810025543+0j),(1.5084107194402394+0j),(7.784389033219666e-05+0j),(0.6629494153725345+0j),(0.9999982153214051+0j),(1.0000017846554776+0j)
30,-1.993406398568856,1.4053306899028777,-0.0298971359026256,37.1272815359201,3.003167424763566,6416.700507916645,(12833.39912079192+0j),(1.5294916199251714+0j),(7.792166743936623e-05+0j),(0.6538120140529402+0j),(0.9999999999510043+1.6117931066493763e-06j),(0.9999999999510043-1.6117931066493763e-06j)
