Index,Initial x,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-1.027651114330393,-0.05518072489738401,-7.158547508455933e-30,24.391553410942315,3.010620940646594,2521.394167946438,(5042.788136408807+0j),(0.0001983029968175372+0j),(0.999999999999603+9.345354149137458e-07j),(0.999999999999603-9.345354149137458e-07j),(0.9999901422891193+0j),(1.0000098578080543+0j)
1,-1.0276511106670034,-0.05518072744957854,-9.999999980227869e-05,24.39155340208565,3.0106209298759596,2521.394256606239,(5042.78830609572+0j),(0.00019830298984460716+0j),(0.9999985884490613+0.0016802083545884251j),(0.9999985884490613-0.0016802083545884251j),(0.9999999999998332+5.0817432531478e-07j),(0.9999999999998332-5.0817432531478e-07j)
2,-1.0276510996705277,-0.05518073511834042,-0.00019999999801075614,24.39155337535947,3.010620897561874,2521.394507050809,(5042.788815798648+0j),(0.00019830297057912217+0j),(0.9999943538223115+0.0033604052605209402j),(0.9999943538223115-0.0033604052605209402j),(0.9999999999998835+6.527855042218956e-07j),(0.9999999999998835-6.527855042218956e-07j)
3,-1.0276510813430626,-0.05518074789962133,-0.00029999999303430524,24.391553330815874,3.0106208437050648,2521.394931745933,(5042.789665188929+0j),(0.0001983029368612026+0j),(0.9999872961502356+0.005040589071404142j),(0.9999872961502356-0.005040589071404142j),(0.999999999999992+3.214061029283354e-07j),(0.999999999999992-3.214061029283354e-07j)
4,-1.0276510556846052,-0.05518076579342889,-0.0003999999832804486,24.391553268454782,3.0106207683055373,2521.3955369214477,(5042.7908543894755+0j),(0.00019830288915022976+0j),(0.9999774153895923+0.006720767120120265j),(0.9999774153895923-0.006720767120120265j),(0.9999999999998146+7.275076457274126e-07j),(0.9999999999998146-7.275076457274126e-07j)
5,-1.0276510226951312,-0.05518078879981449,-0.0004999999671566794,24.39155318827612,3.0106206713632893,2521.3962930750076,(5042.792383282905+0j),(0.00019830282968022586+0j),(0.9999647116333461+0.00840092185523971j),(0.9999647116333461-0.00840092185523971j),(0.9999999999998725+4.0144590363889763e-07j),(0.9999999999998725-4.0144590363889763e-07j)
6,-1.0276509823746165,-0.055180816918826966,-0.0005999999430704659,24.391553090279807,3.0106205528783216,2521.397233034868,(5042.794252150449+0j),(0.0001983027557542644+0j),(0.9999491848460329+0.010081057768299859j),(0.9999491848460329-0.010081057768299859j),(0.9999999999998006+5.822773461944271e-07j),(0.9999999999998006-5.822773461944271e-07j)
7,-1.027650934723055,-0.055180850150483005,-0.0006999999094292722,24.39155297446576,3.0106204128506424,2521.3983294277264,(5042.796460527707+0j),(0.00019830266952523037+0j),(0.9999308350745274+0.011761167765944743j),(0.9999308350745274-0.011761167765944743j),(0.9999999999995814+8.928355777580183e-07j),(0.9999999999995814-8.928355777580183e-07j)
8,-1.0276508797404043,-0.0551808884948701,-0.0007999998646404907,24.39155284083387,3.01062025128025,2521.3996035579225,(5042.799008813276+0j),(0.00019830256980560437+0j),(0.9999096624107152+0.013441243162089398j),(0.9999096624107152-0.013441243162089398j),(0.9999999999998472+6.207280738642305e-07j),(0.9999999999998472-6.207280738642305e-07j)
9,-1.0276508174266397,-0.05518093195204027,-0.0008999998071114864,24.39155268938399,3.0106200681671504,2521.4010510908242,(5042.801896782257+0j),(0.00019830245547237274+0j),(0.9998856668429905+0.015121284402395326j),(0.9998856668429905-0.015121284402395326j),(0.9999999999997804+5.743332740740886e-07j),(0.9999999999997804-5.743332740740886e-07j)
10,-1.0276507477817147,-0.05518098052209108,-0.0009999997352495634,24.391552520115987,3.0106198635113444,2521.402661432052,(5042.805124561775+0j),(0.0001983023291405749+0j),(0.9998588484298656+0.016801286154536313j),(0.9998588484298656-0.016801286154536313j),(0.9999999999997216+6.960132595858137e-07j),(0.9999999999997216-6.960132595858137e-07j)
11,-1.027650666764348,-0.055181037023456975,-0.001104999642633111,24.3915523232076,3.010619625437419,2521.4045387368674,(5042.808879171554+0j),(0.00019830218126767955+0j),(0.9998276510919013+0.0185652393362056j),(0.9998276510919013-0.0185652393362056j),(0.9999999999998819+6.607159099736527e-07j),(0.9999999999998819-6.607159099736527e-07j)
