Index,Initial x,Initial y,Initial vx,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
395,0.7602358130664045,1.0499881543231562,0.6049119595960523,-0.2404593040236191,0.241912445457511,5.905986812080561,3.1024229630665623,2.3584786845585133,(4.494461293457016+0j),(0.5177440734671916+0.8555355482930819j),(0.5177440734671916-0.8555355482930819j),(0.22249607566020943+0j),(0.9999999999921814+4.166099729054347e-06j),(0.9999999999921814-4.166099729054347e-06j)
396,0.7629100454489651,1.047837808035719,0.6035109346364347,-0.2421018086701781,0.2412807528543289,5.903129406961959,3.101720364523755,2.3665703826045816,(4.511484221391864+0j),(0.5138090189255897+0.8579045938063596j),(0.5138090189255897-0.8579045938063596j),(0.22165654381747815+0j),(0.9999999999921312+4.190202719118889e-06j),(0.9999999999921312-4.190202719118889e-06j)
397,0.7655735531862674,1.0456825311853866,0.6021072859092038,-0.2437364928702606,0.2406534112272204,5.900261563080017,3.101011942839926,2.374654477851818,(4.528484528989022+0j),(0.5098468522693536+0.8602651842510745j),(0.5098468522693536-0.8602651842510745j),(0.22082442671480643+0j),(0.9999999999921085+4.207317049253217e-06j),(0.9999999999921085-4.207317049253217e-06j)
398,0.7682263115783,1.0435224079122494,0.6007010600448485,-0.2453633374331962,0.2400303844335051,5.897383285199212,3.1002978367771745,2.382731009494296,(4.545462399104597+0j),(0.5058576228798327+0.8626169864879888j),(0.5058576228798327-0.8626169864879888j),(0.2199996198841838+0j),(0.9999999999920732+4.221666996082935e-06j),(0.9999999999920732-4.221666996082935e-06j)
399,0.7708682967365093,1.0413575222516394,0.5992923038824188,-0.2469823240088711,0.2394116368726397,5.894494578828047,3.0995781839380627,2.3908000153120006,(4.562418009623123+0j),(0.5018413826108734+0.8649596676737595j),(0.5018413826108734-0.8649596676737595j),(0.2191820210009904+0j),(0.9999999999920578+4.232513570011326e-06j),(0.9999999999920578-4.232513570011326e-06j)
400,0.7734994855826016,1.0391879581260317,0.5978810644551817,-0.2485934350816577,0.2387971334730188,5.891595450213603,3.098853120765723,2.3988615317004665,(4.579351533574428+0j),(0.49779818583701585+0.8672928952669102j),(0.49779818583701585-0.8672928952669102j),(0.21837152982665725+0j),(0.9999999999920197+4.2537723522031985e-06j),(0.9999999999920197-4.2537723522031985e-06j)
401,0.7761198558473307,1.0370137993368225,0.5964673889763872,-0.2501966539644468,0.2381868396792212,5.888685906336153,3.0981227825437054,2.406915593695946,(4.5962631392393+0j),(0.49372808949954183+0.8696163370370557j),(0.49372808949954183-0.8696163370370557j),(0.2175680481527038+0j),(0.9999999999919098+4.279931727547686e-06j),(0.9999999999919098-4.279931727547686e-06j)
402,0.7787293860691631,1.0348351295560378,0.5950513248252349,-0.2517919647926346,0.2375807214395891,5.885765954903593,3.0973873033956885,2.41496223500166,(4.613152990255674+0j),(0.48963115315092387+0.8719296610776803j),(0.48963115315092387-0.8719296610776803j),(0.2167714797477655+0j),(0.99999999999192+4.295095471120521e-06j),(0.99999999999192-4.295095471120521e-06j)
403,0.7813280555928535,1.0326520323179933,0.5936329195330042,-0.2533793525181428,0.2369787451941826,5.882835604345771,3.096646816285034,2.4230014880168698,(4.630021245729058+0j),(0.4855074389971049+0.8742325358170193j),(0.4855074389971049-0.8742325358170193j),(0.21598173030484613+0j),(0.9999999999918179+4.309575427134329e-06j),(0.9999999999918179-4.309575427134329e-06j)
404,0.7839158445679634,1.030464591010856,0.5922122207693236,-0.2549588029034633,0.2363808778630974,5.879894863808808,3.0959014530141777,2.431033383860276,(4.646868060329426+0j),(0.4813570119393391+0.8765246300357638j),(0.4813570119393391-0.8765246300357638j),(0.2151987073912777+0j),(0.9999999999917601+4.3308354069997945e-06j),(0.9999999999917601-4.3308354069997945e-06j)
