Index,Initial x,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
303,-1.3888326530295931,0.6364177147412614,0.0656959935840121,22.681967291092164,2.964853763901208,93.24899011930876,(186.4926180609632+0j),(-0.42393947892845063+0.9056905199996464j),(-0.42393947892845063-0.9056905199996464j),(0.005362142535233181+0j),(1.0000105070476721+0j),(0.9999894932475071+0j)
304,-1.3883684839526589,0.6355941869426398,0.0654516825565944,22.681751279160093,2.9651302825563586,94.64156876773328,(189.27785429721496+0j),(-0.4019961798247017+0.9156413442067183j),(-0.4019961798247017-0.9156413442067183j),(0.005283238252445522+0j),(1.0000108451376513+0j),(0.9999891551661739+0j)
305,-1.3879054585462025,0.6347722452902768,0.065202416032824,22.68153245138943,2.965406692174356,96.0328451443786,(192.0604835956297+0j),(-0.38044304186773836+0.9248043532059639j),(-0.38044304186773836-0.9248043532059639j),(0.005206693128869411+0j),(1.0000112821630494+0j),(0.9999887181435336+0j)
306,-1.387443595975154,0.6339519257285487,0.0649481611609255,22.681310836312715,2.965682979674722,97.42270656760329,(194.84028072625972+0j),(-0.3592601380381812+0.9332374580066998j),(-0.3592601380381812-0.9332374580066998j),(0.005132408946821342+0j),(1.000011166069877+0j),(0.999988834243827+0j)
307,-1.3869829156236542,0.633133264673947,0.064688884480767,22.68108646319813,2.9659591317256893,98.81104049126424,(197.61702068966247+0j),(-0.33842864160170477+0.9409920586117917j),(-0.33842864160170477-0.9409920586117917j),(0.005060292868299197+0j),(1.000011755791316+0j),(0.9999882445163749+0j)
308,-1.3865234371057331,0.6323162990351839,0.0644245519070329,22.680859362059625,2.9662351347360154,100.19773441573876,(200.39047849768275+0j),(-0.31793075465981124+0.9481139356982604j),(-0.31793075465981124-0.9481139356982604j),(0.004990257057690623+0j),(1.0000119956593747+0j),(0.9999880046566483+0j)
309,-1.3860651802761206,0.6315010662334412,0.0641551287112522,22.68062956367266,2.9665109748469067,101.58267563569412,(203.16042899421495+0j),(-0.29774964299837836+0.9546439911900406j),(-0.29774964299837836-0.9546439911900406j),(0.004922218389975593+0j),(1.0000122553333084+0j),(0.9999877449969672+0j)
310,-1.3856081652425962,0.6306876042256838,0.0638805795044655,22.68039709958055,2.9667866379225187,102.96575148410952,(205.92664669250576+0j),(-0.27786937569270964+0.960618868145818j),(-0.27786937569270964-0.960618868145818j),(0.0048560981067726884+0j),(1.0000126252855606+0j),(0.999987375085836+0j)
311,-1.385152412378147,0.6298759515274773,0.0636008682186999,22.68016200211001,2.9670621095408114,104.34684871345108,(208.68890557167674+0j),(-0.25827486956441015+0.9660714733088147j),(-0.25827486956441015-0.9660714733088147j),(0.004791821573357589+0j),(1.0000130738344815+0j),(0.999986926545751+0j)
312,-1.384697942334097,0.6290661472376765,0.0633159580881976,22.679924304384272,2.9673373749836354,105.72585415545032,(211.44697894677228+0j),(-0.23895183786459062+0.9710314201785408j),(-0.23895183786459062-0.9710314201785408j),(0.004729317982043575+0j),(1.0000131666072307+0j),(0.9999868337753806+0j)
313,-1.3842447760541186,0.628258231064997,0.0630258116306534,22.67968404033413,2.967612419225846,107.10265389864392,(214.20063927714068+0j),(-0.21988674317023493+0.9755254071390425j),(-0.21988674317023493-0.9755254071390425j),(0.004668520149172832+0j),(1.0000135706428408+0j),(0.9999864297490689+0j)
314,-1.3837929347885622,0.627452243354499,0.0627303906272268,22.67944124471638,2.9678872269251233,108.47713369496653,(216.9496580256727+0j),(-0.201066753391421+0.9795775418386674j),(-0.201066753391421-0.9795775418386674j),(0.004609364262784653+0j),(1.0000134199502324+0j),(0.999986580431039+0j)
315,-1.3833424401097791,0.6266482251167796,0.062429656102739,22.679195953127483,2.9681617824099433,109.8491786410693,(219.69380549244312+0j),(-0.18247970181065593+0.9832096206989945j),(-0.18247970181065593-0.9832096206989945j),(0.004551789696799555+0j),(1.0000141034256544+0j),(0.9999858969609653+0j)
316,-1.3828933139285655,0.6258462180586941,0.062123568305802,22.6789482020171,2.9684360696674457,111.21867323977848,(222.43285066650668+0j),(-0.16411404926131698+0.9864413711155277j),(-0.16411404926131698-0.9864413711155277j),(0.004495738811375214+0j),(1.0000143668884518+0j),(0.9999856335006554+0j)
317,-1.382445578510356,0.6250462646137946,0.0618120866871303,22.67869802871216,2.9687100723313273,112.58550110368172,(225.16656105058007+0j),(-0.14595885005503922+0.9892906620136092j),(-0.14595885005503922-0.9892906620136092j),(0.00444115678394729+0j),(1.0000147724589203+0j),(0.9999852279002+0j)
318,-1.3819992564937544,0.6242484079771562,0.0614951698793393,22.678445471427956,2.9689837736679303,113.94954527490933,(227.89470255839638+0j),(-0.12800371976400138+0.9917736876882843j),(-0.12800371976400138-0.9917736876882843j),(0.004387991423140893+0j),(1.0000148721825253+0j),(0.9999851281726179+0j)
319,-1.381554370908768,0.6234526921397938,0.061172775675151,22.67819056929076,2.969257156562402,115.31068778857728,(230.61703928866405+0j),(-0.1102388058831934+0.9939051290097953j),(-0.1102388058831934-0.9939051290097953j),(0.004336193035304667+0j),(1.0000150088210313+0j),(0.9999849916041413+0j)
320,-1.38111094519649,0.6226591619251449,0.0608448610050839,22.67793336235989,2.96953020350468,116.66880965949812,(233.3333334336682+0j),(-0.09265476029409596+0.9956982952911775j),(-0.09265476029409596-0.9956982952911775j),(0.004285714280729715+0j),(1.0000148872366192+0j),(0.9999851131388883+0j)
321,-1.380669003229744,0.6218678630284573,0.0605113819159355,22.677673891646265,2.969802896573253,118.02379080403146,(236.0433450980288+0j),(-0.07524271405614615+0.9971652490186663j),(-0.07524271405614615-0.9971652490186663j),(0.004236510035618192+0j),(1.0000143625713664+0j),(0.9999856377720542+0j)
322,-1.3802285693349874,0.6210788420577226,0.0601722935484113,22.67741219913376,2.970075217419118,119.37551033343344,(238.7468321296156+0j),(-0.05799425413686091+0.9983169167990177j),(-0.05799425413686091-0.9983169167990177j),(0.004188537252837845+0j),(1.0000146078367609+0j),(0.9999853924982706+0j)
323,-1.3797896683144006,0.6202921465749123,0.059827550113362,22.677148327810112,2.9703471472496954,120.72384588031836,(241.44354998643865+0j),(-0.040901401510726285+0.9991631875201119j),(-0.040901401510726285-0.9991631875201119j),(0.004141754873866507+0j),(1.0000165012913984+0j),(0.9999834990415846+0j)
