Index,Initial x,Initial vx,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-0.759184666832965,-1.1001240346039373e-08,-0.48233290928874906,25.296697428425812,3.0023501010275533,1.0085885256861988,(0.9995385052150237+0.03037723797817986j),(0.9995385052150237-0.03037723797817986j),(1.0000228701275933+0j),(0.9999771303884363+0j),(-1.1399308804155837+0j),(-0.877246170956811+0j)
1,-0.759184625981411,9.99664069718856e-05,-0.48233301710882853,25.296699550819074,3.002350069948143,1.0085884026525913,(0.9984689704436076+0.05531468992624498j),(0.9984689704436076-0.05531468992624498j),(0.9999808041286887+0j),(1.0000191963890939+0j),(-1.139929812593646+0j),(-0.8772469927115301+0j)
2,-0.7591845024321213,0.0001999465323593483,-0.4823333063198058,25.296701519478546,3.0023500117625126,1.008588387969622,(0.9938754594219805+0.11050597774716168j),(0.9938754594219805-0.11050597774716168j),(1.0000124830330641+0j),(0.9999875171600607+0j),(-1.1399296851581242+0j),(-0.8772470907811113+0j)
3,-0.7591842965961373,0.00029989138497604593,-0.4823337881450537,25.296704798489284,3.0023499148306603,1.0085883635507014,(0.9862224945944833+0.16542427633655493j),(0.9862224945944833-0.16542427633655493j),(0.9999999998790363+1.3833360627681158e-05j),(0.9999999998790363-1.3833360627681158e-05j),(-1.139929473222737+0j),(-0.8772472538786669+0j)
4,-0.7591840086189252,0.00039978339671608567,-0.48233446225118204,25.29670938636903,3.0023497792141423,1.0085883293965123,(0.9755154931481771+0.21993072216832799j),(0.9755154931481771-0.21993072216832799j),(0.9999964550281293+0j),(1.0000035450562768+0j),(-1.139929176793072+0j),(-0.8772474819999478+0j)
5,-0.7591836387029262,0.0004996051451561118,-0.4823353281631057,25.296715279746422,3.0023496050094387,1.0085882855251773,(0.9617620852966895+0.2738862743957311j),(0.9617620852966895-0.2738862743957311j),(0.9999849785225767+0j),(1.000015021671154+0j),(-1.1399287960259958+0j),(-0.8772477750243541+0j)
6,-0.7591831871068808,0.0005993393802471486,-0.48233638527302525,25.296722474253386,3.0023493923404674,1.0085882319551913,(0.9449720535020677+0.32715106312515313j),(0.9449720535020677-0.32715106312515313j),(1.0000157619766965+0j),(0.9999842382639037+0j),(-1.1399283310814565+0j),(-0.87724813282892+0j)
7,-0.7591826541454578,0.0006989690176656844,-0.48233763284654846,25.296730965122617,3.0023491413532364,1.0085881687321725,(0.9251571090758882+0.3795844089765093j),(0.9251571090758882-0.3795844089765093j),(0.9999844744362236+0j),(1.0000155257918468+0j),(-1.1399277823547072+0j),(-0.8772485551096356+0j)
8,-0.7591820401875349,0.000798477218682297,-0.4823390700205036,25.296740746508874,3.002348852221123,1.0085880958945634,(0.9023310911242739+0.4310436196070047j),(0.9023310911242739-0.4310436196070047j),(0.999983251878786+0j),(1.0000167483843547+0j),(-1.1399271501785795+0j),(-0.8772490416105416+0j)
9,-0.7591813456548069,0.0008978474216653894,-0.48234069580739264,25.296751811643322,3.0023485251430593,1.0085880134948504,(0.8765097547318577+0.48138409802140886j),(0.8765097547318577-0.48138409802140886j),(0.9999999999961642+6.140652218803721e-06j),(0.9999999999961642-6.140652218803721e-06j),(-1.1399264350076983+0j),(-0.8772495919819955+0j)
10,-0.7591805710205278,0.0009970633596022363,-0.4823425090997057,25.296764153019744,3.0023481603415707,1.0085879215793194,(0.8477109235693967+0.5304584715792774j),(0.8477109235693967-0.5304584715792774j),(0.9999999999824138+6.139126549671818e-06j),(0.9999999999824138-6.139126549671818e-06j),(-1.1399256372427513+0j),(-0.8772502059158767+0j)
11,-0.7591797168078298,0.0010961090826102874,-0.4823445086743597,25.29677776245702,3.0023477580615197,1.008587820210733,(0.8159531018327435+0.5781180983411016j),(0.8159531018327435-0.5781180983411016j),(0.9999999998734539+1.6550735396925748e-05j),(0.9999999998734539-1.6550735396925748e-05j),(-1.1399247574273366+0j),(-0.8772508829941323+0j)
12,-0.7591787740634831,0.0011959358084808512,-0.4823467154887327,25.296792782520694,3.0023473140871277,1.0085877083263284,(0.7809057039597866+0.6246489266718727j),(0.7809057039597866-0.6246489266718727j),(0.9999999998792644+1.3113910264106656e-05j),(0.9999999998792644-1.3113910264106656e-05j),(-1.1399237863359666+0j),(-0.8772516303166863+0j)
13,-0.7591777409903158,0.0012965314312034177,-0.48234913375090427,25.296809241966066,3.0023468275708085,1.00858758570459,(0.7425010669312101+0.6698448817376073j),(0.7425010669312101-0.6698448817376073j),(0.9999999998987457+1.4927289440531663e-05j),(0.9999999998987457-1.4927289440531663e-05j),(-1.1399227220444572+0j),(-0.877252449364714+0j)
14,-0.7591766158222621,0.001397883349669306,-0.48235176759525966,25.29682716895743,3.0023462976804827,1.0085874521336995,(0.7006737925864692+0.7134817701504972j),(0.7006737925864692-0.7134817701504972j),(0.9999999996399563+2.775774856593127e-05j),(0.9999999996399563-2.775774856593127e-05j),(-1.139921562712586+0j),(-0.8772533415548119+0j)
15,-0.7591753968270492,0.001499978489426277,-0.48235462107753585,25.29684659116766,3.002345723599531,1.0085873074034766,(0.6553596825488794+0.7553169443232377j),(0.6553596825488794-0.7553169443232377j),(1.0000000000186273+4.4420823389782454e-06j),(1.0000000000186273-4.4420823389782454e-06j),(-1.1399203065141144+0j),(-0.8772543082928403+0j)
16,-0.7591740823084316,0.0016028033413926519,-0.4823576981691116,25.296867535695526,3.002345104528312,1.0085871513087368,(0.6064960075824157+0.7950865316702077j),(0.6064960075824157-0.7950865316702077j),(0.9999999998215658+1.6605670359368264e-05j),(0.9999999998215658-1.6605670359368264e-05j),(-1.139918951665964+0j),(-0.8772553509515016+0j)
17,-0.7591726706084111,0.0017063439962334839,-0.48236100275202576,25.296890029048395,3.002344439684995,1.0085869836440617,(0.5540214508358349+0.8325023916823064j),(0.5540214508358349-0.8325023916823064j),(0.9999999996763389+2.3934435953724063e-05j),(0.9999999996763389-2.3934435953724063e-05j),(-1.1399174963828203+0j),(-0.8772564709052973+0j)
18,-0.7591711601089608,0.0018105861892723494,-0.4823645386145668,25.29691409707376,3.0023437283067635,1.0085868042114925,(0.49787621414583755+0.8672481048404796j),(0.49787621414583755-0.8672481048404796j),(0.9999999997415223+2.3448267448971616e-05j),(0.9999999997415223-2.3448267448971616e-05j),(-1.1399159389438425+0j),(-0.8772576694791281+0j)
19,-0.7591695492340931,0.0019155153294036003,-0.48236830944696923,25.296939764989208,3.0023429696502255,1.0085866128183354,(0.43800202436080055+0.8989739855263418j),(0.43800202436080055-0.8989739855263418j),(0.9999999997236104+2.3946955688686785e-05j),(0.9999999997236104-2.3946955688686785e-05j),(-1.1399142776736872+0j),(-0.877258947962971+0j)
20,-0.7591678364513748,0.0020211165408933547,-0.48237231883773557,25.296967057340204,3.0023421629922673,1.0085864092752048,(0.3743423602847137+0.9272905679194687j),(0.3743423602847137-0.9272905679194687j),(0.999999999869098+1.3795813844343385e-05j),(0.999999999869098-1.3795813844343385e-05j),(-1.1399125109254447+0j),(-0.8772603076249587+0j)
21,-0.7591660202729237,0.002127374716249392,-0.4823765702708356,25.296995997935387,3.0023413076310006,1.0085861933965614,(0.30684233236112135+0.9517603601962552j),(0.30684233236112135-0.9517603601962552j),(0.9999999997457243+1.906416660089582e-05j),(0.9999999997457243-1.906416660089582e-05j),(-1.1399106370853298+0j),(-0.8772617497077877+0j)
22,-0.7591640992562786,0.002234274568357811,-0.48238106712335366,25.297026609807585,3.0023404028864866,1.0085859650028919,(0.23544888389971919+0.9718867337451453j),(0.23544888389971919-0.9718867337451453j),(0.9999999997416873+1.9994161192516703e-05j),(0.9999999997416873-1.9994161192516703e-05j),(-1.1399086545916024+0j),(-0.8772632754141737+0j)
23,-0.7591620720065424,0.0023418006235048808,-0.4823858126626719,25.297058915390032,3.002339448099521,1.0085857239215468,(0.1601105615592106+0.9870990872415996j),(0.1601105615592106-0.9870990872415996j),(0.9999999999019707+1.4897562215620101e-05j),(0.9999999999019707-1.4897562215620101e-05j),(-1.1399065619418298+0j),(-0.8772648859012597+0j)
24,-0.7591599371757894,0.0024499373092118633,-0.4823908100456173,25.29709293630686,3.0023384426336266,1.0085854699774452,(0.08077779686879144+0.9967321344064574j),(0.08077779686879144-0.9967321344064574j),(0.9999999996767341+2.1648875787543354e-05j),(0.9999999996767341-2.1648875787543354e-05j),(-1.1399043576121746+0j),(-0.8772665823427104+0j)
25,-0.759157693463337,0.002558669001996245,-0.4823960623178611,25.29712869337817,3.002337385875138,1.0085852030082556,(-0.002597101466379468+0.9999966275633608j),(-0.002597101466379468-0.9999966275633608j),(0.9999999997478806+2.223344775041981e-05j),(0.9999999997478806-2.223344775041981e-05j),(-1.139902040189182+0j),(-0.87726836582732+0j)
26,-0.7591553396169604,0.0026679800320424008,-0.4824015724126429,25.297166206747285,3.002336277232183,1.0085849228551202,(-0.09006011842512424+0.9959363308064607j),(-0.09006011842512424-0.9959363308064607j),(0.9999999995261577+3.0422781587036517e-05j),(0.9999999995261577-3.0422781587036517e-05j),(-1.1398996082892618+0j),(-0.8772702374209734+0j)
27,-0.7591528744318311,0.0027778547564141563,-0.4824073431518497,25.29720549576369,3.002335116135627,1.0085846293620357,(-0.18165539149853405+0.983362252052331j),(-0.18165539149853405-0.983362252052331j),(0.9999999998134378+1.8155900991828503e-05j),(0.9999999998134378-1.8155900991828503e-05j),(-1.1398970605532783+0j),(-0.8772721981707919+0j)
28,-0.7591502967507008,0.002888277587788047,-0.4824133772461215,25.297246579034326,3.0023339020385786,1.00858432238008,(-0.2774252026172038+0.9607472388184226j),(-0.2774252026172038-0.9607472388184226j),(0.9999999997533701+2.2975870241359947e-05j),(0.9999999997533701-2.2975870241359947e-05j),(-1.1398943956832546+0j),(-0.8772742490769094+0j)
29,-0.7591476054638259,0.002999233014947864,-0.48241967729570995,25.29728947447856,3.0023326344157084,1.008584001760349,(-0.3774101143617924+0.9260462220707191j),(-0.3774101143617924-0.9260462220707191j),(0.9999999997407509+2.4813057416015045e-05j),(0.9999999997407509-2.4813057416015045e-05j),(-1.1398916123810499+0j),(-0.8772763911396405+0j)
30,-0.7591447995068986,0.0031107056870067506,-0.48242624579351046,25.297334199205274,3.00233131276408,1.0085836673658448,(-0.4816489046692606+0.87636426921878j),(-0.4816489046692606-0.87636426921878j),(0.9999999998597882+2.1268576170241848e-05j),(0.9999999998597882-2.1268576170241848e-05j),(-1.1398887094515813+0j),(-0.8772786252801078+0j)
31,-0.7591418778616302,0.003222680402981172,-0.4824330851254789,25.297380769665377,3.0023299366016154,1.0085833190601914,(-0.5901786000583222+0.8072727049478243j),(-0.5901786000583222-0.8072727049478243j),(0.999999999718073+2.2875483639373064e-05j),(0.999999999718073-2.2875483639373064e-05j),(-1.1398856857047808+0j),(-0.8772809524155958+0j)
32,-0.7591388395538516,0.0033351421691001975,-0.4824401975742908,25.297429201597808,3.0023285054670303,1.0085829567093827,(0.999999999700804+2.4737119496382967e-05j),(0.999999999700804-2.4737119496382967e-05j),(-0.7030345985725606+0.7111556462238412j),(-0.7030345985725606-0.7111556462238412j),(-1.1398825399708685+0j),(-0.8772833734478945+0j)
33,-0.7591356836527088,0.0034480762224335937,-0.48244758532133253,25.297479510072616,3.002327018919294,1.0085825801908979,(-0.8202505702825895+0.5720043723400831j),(-0.8202505702825895-0.5720043723400831j),(0.9999999996593055+2.584866832995152e-05j),(0.9999999996593055-2.584866832995152e-05j),(-1.1398792711793888+0j),(-0.8772858892024001+0j)
34,-0.7591324092688204,0.0035614680686745477,-0.48245525045093557,25.297531709494216,3.0023254765369036,1.0085821893778724,(-0.9418586754618159+0.3360092790487743j),(-0.9418586754618159-0.3360092790487743j),(0.9999999995119402+3.0313422461400863e-05j),(0.9999999995119402-3.0313422461400863e-05j),(-1.139875878221856+0j),(-0.8772885005338827+0j)
35,-0.7591290155528652,0.0036753035112682443,-0.48246319495355894,25.297585813624934,3.0023238779172954,1.0678894488566513,(-1.4425731486853717+0j),(-0.6932057489451626+0j),(0.9999999996588236+2.7349054278535475e-05j),(0.9999999996588236-2.7349054278535475e-05j),(-1.1398723600884806+0j),(-0.8772912082212179+0j)
36,-0.7591255016949159,0.0037895686496465498,-0.4824714207282627,25.297641835670973,3.002322222675616,1.1983720323136964,(-1.8587473254854343+0j),(-0.5379967392618479+0j),(0.999999999555753+2.7235400264639805e-05j),(0.999999999555753-2.7235400264639805e-05j),(-1.1398687157497602+0j),(-0.8772940130585386+0j)
37,-0.7591218669211036,0.0039042499443629306,-0.4824799295890793,25.29769978821298,3.0023205104446236,1.3333341008224187,(-2.2152523648446167+0j),(-0.45141583684554515+0j),(0.9999999995340367+2.9948628991027908e-05j),(0.9999999995340367-2.9948628991027908e-05j),(-1.1398649442502278+0j),(-0.8772969157831003+0j)
38,-0.7591181104931704,0.004019334203216547,-0.48248872326732634,25.297759683315217,3.002318740873178,1.47280205164009,(-2.554072545514532+0j),(-0.3915315566596442+0j),(0.9999999996763274+2.935751664026684e-05j),(0.9999999996763274-2.935751664026684e-05j),(-1.1398610446187631+0j),(-0.8772999171442499+0j)
