Index,Initial x,Initial vx,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-2.309625047785877,6.429964574682394e-09,2.047110109880946,38.14072995184256,2.011021451301435,1.6638719222045728,(1.0253461075286672+0j),(1.000000000218685+1.3893816890360433e-06j),(1.000000000218685-1.3893816890360433e-06j),(0.9752804357539392+0j),(-2.9937101730834526+0j),(-0.33403367132563977+0j)
1,-2.309625046161799,-9.933588460398433e-07,2.047110107448036,38.14072997218408,2.011021454370818,1.663871820657737,(0.9999999553781269+9.442881616977005e-06j),(0.9999999553781269-9.442881616977005e-06j),(0.99931685958775+0.03695813905666593j),(0.99931685958775-0.03695813905666593j),(-2.993709944482867+0j),(-0.3340336968325503+0j)
2,-2.3096250513164374,-1.9880973762116696e-06,2.047110083076065,38.14073007155727,2.0110215760217303,1.6638721402012062,(1.0000000059351075+5.287189117875745e-06j),(1.0000000059351075-5.287189117875745e-06j),(0.997266381029891+0.07389013416662596j),(0.997266381029891-0.07389013416662596j),(-2.993710663833902+0j),(-0.3340336165684523+0j)
3,-2.309625059802383,-2.973734353717061e-06,2.047110042910504,38.14073023537048,2.0110217764669445,1.663872667280497,(0.993887823267043+0.11039473066501974j),(0.993887823267043-0.11039473066501974j),(0.9999999984584496+6.366084955928224e-06j),(0.9999999984584496-6.366084955928224e-06j),(-2.9937118503860773+0j),(-0.33403348417484213+0j)
4,-2.3096250714877806,-3.946344202286726e-06,2.047109987621833,38.140730460841006,2.011022052402015,1.6638733922020554,(0.9892379304849969+0.14631571071882196j),(0.9892379304849969-0.14631571071882196j),(1.0000061364290322+0j),(0.9999938922612115+0j),(-2.9937134823172835+0j),(-0.33403330208671567+0j)
5,-2.309625086176091,-4.902686742801179e-06,2.0471099181114862,38.14073074432244,2.0110223993025222,1.6638743035669916,(0.983391528319476+0.18149677649859153j),(0.983391528319476-0.18149677649859153j),(1.0000054240317806+0j),(0.9999945982477579+0j),(-2.9937155339664376+0j),(-0.3340330731674595+0j)
6,-2.3096251036554074,-5.840248322420174e-06,2.047109835385426,38.14073108170846,2.0110228121508893,1.6638753881912889,(0.9764333925255715+0.21581899636305948j),(0.9764333925255715-0.21581899636305948j),(0.9999999959864644+8.732989514279504e-06j),(0.9999999959864644-8.732989514279504e-06j),(-0.33403280072888086+0j),(-2.993717975653613+0j)
7,-2.309625123701646,-6.757237584496933e-06,2.047109740507993,38.14073146865451,2.0110232856388697,1.6638766322290075,(0.9684533453625941+0.24919486283673062j),(0.9684533453625941-0.24919486283673062j),(1.0000107379583818+0j),(0.999989297618697+0j),(-2.993720776208867+0j),(-0.3340324882490658+0j)
8,-2.309625146089741,-7.65251839175264e-06,2.047109634548906,38.14073190079316,2.0110238144320407,1.663878021513732,(0.959541430735068+0.28156746430432894j),(0.959541430735068-0.28156746430432894j),(1.000000002413658+5.335646241214628e-06j),(1.000000002413658-5.335646241214628e-06j),(-2.99372390374082+0j),(-0.3340321392866029+0j)
9,-2.309625170599104,-8.525516967389277e-06,2.0471095185483,38.14073237388588,2.011024393336087,1.663879542341459,(0.9497847104612154+0.31290415090342993j),(0.9497847104612154-0.31290415090342993j),(0.9999999979083466+7.854686646145892e-06j),(0.9999999979083466-7.854686646145892e-06j),(-2.9937273273989446+0j),(-0.3340317572839273+0j)
10,-2.309625197023404,-9.376105313039056e-06,2.047109393483729,38.14073288394482,2.0110250174733846,1.6638811820526431,(0.9392656827412043+0.34319086874679533j),(0.9392656827412043-0.34319086874679533j),(1.000000002131875+3.4191663968033518e-06j),(1.000000002131875-3.4191663968033518e-06j),(-2.9937310186841106+0j),(-0.33403134542111546+0j)
11,-2.3096252251721547,-1.020449930894428e-05,2.047109260257704,38.14073342728808,2.011025682340798,1.6638829287638883,(0.9280602140349932+0.3724301843754673j),(0.9280602140349932-0.3724301843754673j),(0.9999999982900587+7.964759721147381e-06j),(0.9999999982900587-7.964759721147381e-06j),(-2.993734950844432+0j),(-0.3340309066832755+0j)
12,-2.309625254870664,-1.1011168748558248e-05,2.047109119693236,38.14073400056295,2.01102638382765,1.6638847717248293,(0.916237363283939+0.4006358780087015j),(0.916237363283939-0.4006358780087015j),(0.9999999937133388+1.1435992470840511e-05j),(0.9999999937133388-1.1435992470840511e-05j),(-2.9937390996787103+0j),(-0.33403044377090363+0j)
13,-2.309625285964084,-1.1796752257042355e-05,2.047108972527602,38.14073460075796,2.011027118258488,1.663886701130492,(0.9038591092947661+0.42783023516958274j),(0.9038591092947661-0.42783023516958274j),(0.9999999999338118+6.909256266218955e-06j),(0.9999999999338118-6.909256266218955e-06j),(-2.993743443113924+0j),(-0.33402995914701383+0j)
14,-2.3096253183115896,-1.25620069158529e-05,2.047108819423112,38.14073522517607,2.011027882324261,1.6638887084330627,(0.8909811793164533+0.45404022884055933j),(0.8909811793164533-0.45404022884055933j),(1.0000054267202514+0j),(0.9999945813162245+0j),(-2.993747961907215+0j),(-0.33402945495882924+0j)
15,-2.309625351789901,-1.3307750958306923e-05,2.0471086609658955,38.14073587142396,2.011028673102249,1.6638907859342598,(0.8776530038063808+0.4792965731990782j),(0.8776530038063808-0.4792965731990782j),(0.9999999999686657+6.279407983281591e-06j),(0.9999999999686657-6.279407983281591e-06j),(-2.993752638728272+0j),(-0.33402893314017024+0j)
16,-2.309625386289388,-1.4034834641794927e-05,2.047108497676152,38.140736537378594,2.0110294879975745,1.6638929267350524,(0.8639182356957238+0.5036320960909806j),(0.8639182356957238-0.5036320960909806j),(0.9999999975025022+9.459471534001807e-06j),(0.9999999975025022-9.459471534001807e-06j),(-2.9937574580459483+0j),(-0.33402839542408524+0j)
17,-2.309625421712366,-1.4744115142306354e-05,2.0471083300152544,38.14073722115942,2.011030324706881,1.663895124892448,(0.8498158343719217+0.5270797279818725j),(0.8498158343719217-0.5270797279818725j),(1.0000049222399965+0j),(0.9999950846429477+0j),(-2.993762406481352+0j),(-0.33402784330347113+0j)
18,-2.30962545797112,-1.5436441122876253e-05,2.047108158393193,38.14073792109935,2.0110311811794723,1.6638973749251087,(0.8353798203416012+0.5496731418515162j),(0.8353798203416012-0.5496731418515162j),(0.9999999973089964+9.737693578680217e-06j),(0.9999999973089964-9.737693578680217e-06j),(-2.993767471694917+0j),(-0.33402727815525207+0j)
