Index,Initial x,Initial vx,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-0.9362341440291073,5.027756360761119e-08,0.11692052425669751,39.91726043547782,3.013502814275845,1.071433085812996,(0.9907478890752734+0j),(0.9999999958983663+9.058238119510502e-05j),(0.9999999958983663-9.058238119510502e-05j),(1.0093385118903164+0j),(-1.4561002892171253+0j),(-0.6867658824088602+0j)
1,-0.9362341438902512,9.932094621201068e-07,0.11692052420314311,39.917260097600604,3.0135028143495566,1.0714332058430047,(0.9999981998886958+0.001897932150442551j),(0.9999981998886958-0.001897932150442551j),(0.9999999982917684+3.8335610574622035e-05j),(0.9999999982917684-3.8335610574622035e-05j),(-1.4561007435726836+0j),(-0.6867656681133196+0j)
2,-0.9362341438903155,1.9932037598968775e-06,0.11692052420859551,39.91726009358248,3.0135028143452667,1.0714332062977037,(0.9999924301753744+0.0038900526049341294j),(0.9999924301753744-0.0038900526049341294j),(1.000000003276344+2.3055962866790262e-05j),(1.000000003276344-2.3055962866790262e-05j),(-1.4561007452938746+0j),(-0.6867656673015237+0j)
3,-0.9362341438915842,2.9931976794688926e-06,0.1169205242181547,39.91726008968321,3.0135028143374765,1.0714332063434813,(0.9999826474700367+0.005891348325633486j),(0.9999826474700367-0.005891348325633486j),(0.9999901459010435+0j),(1.0000098510039674+0j),(-1.4561007454671646+0j),(-0.6867656672197946+0j)
4,-0.9362341438959949,3.993197391506952e-06,0.11692052423259051,39.91726009057094,3.01350281432514,1.071433206556778,(0.9999689159872667+0.007884982152290996j),(0.9999689159872667-0.007884982152290996j),(0.9999999970420113+4.880811893383509e-06j),(0.9999999970420113-4.880811893383509e-06j),(-1.4561007462745637+0j),(-0.6867656668389858+0j)
5,-0.9362341439019056,4.993198912674985e-06,0.11692052425124651,39.91726009228774,3.0135028143091445,1.0714332070698696,(0.9999511723335461+0.00988191462118966j),(0.9999511723335461-0.00988191462118966j),(1.0000113973844795+0j),(0.999988603435621+0j),(-1.4561007482167998+0j),(-0.6867656659229382+0j)
6,-0.9362341439078592,5.993199335451074e-06,0.11692052427355497,39.917260091327314,3.013502814290275,1.071433207132684,(0.9999296478457431+0.01186169747193244j),(0.9999296478457431-0.01186169747193244j),(0.9999999996346813+1.367133531768598e-05j),(0.9999999996346813-1.367133531768598e-05j),(-1.456100748454565+0j),(-0.6867656658107928+0j)
7,-0.9362341439154258,6.993199441588045e-06,0.11692052430013747,39.917260091452235,3.0135028142676847,1.0714332065945797,(0.9999044601904414+0.013822837941401255j),(0.9999044601904414-0.013822837941401255j),(0.999999999803751+1.3670515234708133e-06j),(0.999999999803751-1.3670515234708133e-06j),(-1.4561007464176512+0j),(-0.6867656667714964+0j)
8,-0.9362341439245481,7.99319929957142e-06,0.11692052433096803,39.91726009253694,3.013502814241405,1.0714332068734722,(0.9998750664038987+0.015806624606550454j),(0.9998750664038987-0.015806624606550454j),(1.0000105859258923+0j),(0.9999894164273797+0j),(-1.456100747473365+0j),(-0.686765666273576+0j)
9,-0.9362341439346188,8.99319923521653e-06,0.11692052436580827,39.91726009313831,3.013502814211762,1.0714332066832986,(0.9998419127924965+0.01778054432416769j),(0.9998419127924965-0.01778054432416769j),(1.0000033570081712+0j),(0.9999966446613688+0j),(-1.4561007467534823+0j),(-0.6867656666131025+0j)
10,-0.9362341439458185,9.993199323032228e-06,0.11692052440472478,39.91726009366105,3.013502814178661,1.0714332067688441,(0.9998047694975045+0.019759180143001823j),(0.9998047694975045-0.019759180143001823j),(1.0000106513164275+0j),(0.9999893465079744+0j),(-1.4561007470773046+0j),(-0.6867656664603738+0j)
11,-0.9362341439584306,1.099319881230543e-05,0.11692052444782823,39.91726009481227,3.013502814141948,1.0714332065491117,(0.9997637992621313+0.021733478204135535j),(0.9997637992621313-0.021733478204135535j),(1.0000000007766454+4.742753758698487e-06j),(1.0000000007766454-4.742753758698487e-06j),(-1.4561007462455409+0j),(-0.6867656668526728+0j)
12,-0.9362341439718651,1.1993198774621546e-05,0.11692052449489768,39.91726009513438,3.013502814101939,1.0714332065497882,(0.9997188669505217+0.02371047556084509j),(0.9997188669505217-0.02371047556084509j),(1.0000104000010717+0j),(0.9999896005039622+0j),(-1.4561007462481015+0j),(-0.686765666851465+0j)
13,-0.9362341439866673,1.2993198421465753e-05,0.11692052454614021,39.91726009598112,3.013502814058343,1.0714332064184617,(0.9996700629468426+0.02568589572435333j),(0.9996700629468426-0.02568589572435333j),(1.000012339419502+0j),(0.9999876607444536+0j),(-1.4561007457509834+0j),(-0.6867656670859286+0j)
14,-0.9362341440026322,1.3993198177049572e-05,0.1169205246014782,39.91726009684058,3.0135028140112676,1.0714332062710406,(0.9996173369344613+0.027661881334886337j),(0.9996173369344613-0.027661881334886337j),(1.0000046001502871+0j),(0.9999953998875375+0j),(-1.4561007451929435+0j),(-0.6867656673491268+0j)
15,-0.9362341440201025,1.4993196776675355e-05,0.1169205246610334,39.91726009855006,3.0135028139605327,1.0714332062830618,(0.9995606463251162+0.029639728514192106j),(0.9995606463251162-0.029639728514192106j),(1.0000000003820295+8.637256673829931e-06j),(1.0000000003820295-8.637256673829931e-06j),(-1.4561007452384478+0j),(-0.6867656673276645+0j)
16,-0.9362341440382816,1.5993196582792925e-05,0.11692052472450075,39.91726009916929,3.0135028139065656,1.0714332062760175,(0.9995000554683944+0.031617068495585585j),(0.9995000554683944-0.031617068495585585j),(0.999999999978233+1.1982923646791768e-05j),(0.999999999978233-1.1982923646791768e-05j),(-1.4561007452117805+0j),(-0.6867656673402411+0j)
17,-0.9362341440578512,1.699319588332508e-05,0.11692052479216418,39.91726010035647,3.013502813848994,1.0714332061675316,(0.9994355996223815+0.03359289110692818j),(0.9994355996223815-0.03359289110692818j),(0.999999999889152+1.0514179896711012e-05j),(0.999999999889152-1.0514179896711012e-05j),(-1.4561007448011292+0j),(-0.6867656675339262+0j)
18,-0.9362341440786114,1.7993195094074798e-05,0.11692052486392801,39.917260101610644,3.013502813787931,1.0714332061034888,(0.9993702145521419+0.03548483038787721j),(0.9993702145521419-0.03548483038787721j),(1.0001904692255097+0j),(0.999809568107466+0j),(-1.456100744558702+0j),(-0.6867656676482649+0j)
19,-0.9362341441006676,1.8993193810186537e-05,0.11692052493983218,39.91726010321116,3.0135028137233197,1.0714332059855372,(0.9992949488160043+0.03754469135096546j),(0.9992949488160043-0.03754469135096546j),(1.0000042261593503+0j),(0.9999957752816855+0j),(-1.456100744112214+0j),(-0.68676566785885+0j)
20,-0.9362341441238247,1.9993192727768345e-05,0.1169205250198045,39.91726010468872,3.0135028136552635,1.0714332058255365,(0.9992187747844483+0.039520125232964075j),(0.9992187747844483-0.039520125232964075j),(0.9999999998877955+2.883700847444492e-06j),(0.9999999998877955-2.883700847444492e-06j),(-1.4561007435065594+0j),(-0.6867656681445067+0j)
21,-0.9362341441481884,2.0993191683310287e-05,0.11692052510389321,39.9172601062711,3.013502813583705,1.0714332059932221,(0.9991385895704085+0.041497931162643824j),(0.9991385895704085-0.041497931162643824j),(1.0000123398643732+0j),(0.9999876608214264+0j),(-1.4561007441413087+0j),(-0.6867656678451294+0j)
22,-0.9362341441734946,2.1993191108387417e-05,0.11692052519198035,39.9172601073424,3.01350281350879,1.0714332058782374,(0.999054563346809+0.04347389930108044j),(0.999054563346809-0.04347389930108044j),(0.9999999997711043+5.475856307418282e-06j),(0.9999999997711043-5.475856307418282e-06j),(-1.4561007437060554+0j),(-0.686765668050417+0j)
23,-0.9362341442002583,2.2993189513983186e-05,0.1169205252842769,39.91726010912967,3.0135028134302373,1.0714332057484515,(0.9989666619256219+0.04544895982751467j),(0.9989666619256219-0.04544895982751467j),(1.0000107733767987+0j),(0.9999892271601628+0j),(-1.4561007432147686+0j),(-0.6867656682821305+0j)
