Index,Initial x,Initial z,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
204,0.8781572962872031,0.12394660014422598,0.38302859290655256,9.09414041952905,2.9845552076625443,236.12464504242973,(-472.2471725496827+0j),(-26.147532107195588+0j),(0.9999999989312423+4.619494531626949e-05j),(0.9999999989312423-4.619494531626949e-05j),(-0.038244527089423844+0j),(-0.0021175351767706158+0j)
205,0.8782323896780018,0.12392205100964752,0.38286036328139855,9.084147330493947,2.9846967647121176,233.54847909348013,(-467.0948172690099+0j),(-26.336821104266736+0j),(1.0000382271089887+0j),(0.9999617743472331+0j),(-0.03796965457754982+0j),(-0.0021408929471605537+0j)
206,0.8783076079390539,0.12389802177378333,0.3826912739694912,9.074154298198668,2.9848385991712885,230.96726537081548,(-461.9323659225497+0j),(-26.531173664865896+0j),(1.0000318366327345+0j),(0.9999681643730245+0j),(-0.037691510094222086+0j),(-0.0021648190812697055+0j)
207,0.8783829521937382,0.12387451308149944,0.38252132011346657,9.06416132341205,2.984980712728208,228.38091648057932,(-456.7596436258836+0j),(-26.7307826641645+0j),(1.0000285568062746+0j),(0.9999714440048071+0j),(-0.03741005314223012+0j),(-0.002189335275198309+0j)
208,0.8784584235740952,0.12385152559706353,0.3823504968129533,9.054168406911586,2.9851231070770368,225.78934037111696,(-451.57646625412644+0j),(-26.93585141035408+0j),(0.9999999988447567+4.799648455100944e-05j),(0.9999999988447567-4.799648455100944e-05j),(-0.03712524192247901+0j),(-0.002214464381287543+0j)
209,0.8785340232209206,0.1238290600042118,0.38217879912418146,9.044175549483562,2.9852657839179857,223.1924400091773,(-446.38263978786426+0j),(-27.14659438151589+0j),(0.9999999979470586+6.400632784715129e-05j),(0.9999999979470586-6.400632784715129e-05j),(-0.03683703325544004+0j),(-0.0022402304903395664+0j)
210,0.878609752283821,0.12380711700620664,0.38200622205963386,9.034182751923186,2.9854087449573394,220.590113074789,(-441.17795945903333+0j),(-27.36323803118464+0j),(0.9999999993434175+3.610693566964569e-05j),(0.9999999993434175-3.610693566964569e-05j),(-0.036545382489580516+0j),(-0.002266659017043201+0j)
211,0.8786856119213062,0.12378569732589678,0.38183276058765786,9.024190015034739,2.9855519919074918,217.98225129326977,(-435.9622088097401+0j),(-27.586021667573146+0j),(0.9999999980240031+6.281713344017661e-05j),(0.9999999980240031-6.281713344017661e-05j),(-0.03625024340373091+0j),(-0.0022937767997297763+0j)
212,0.8787616033008411,0.12376480170579328,0.3816584096320919,9.014197339631707,2.9856955264869627,215.36874026326493,(-430.73515891432965+0j),(-27.81519840721682+0j),(0.9999999992408349+3.879544685349238e-05j),(0.9999999992408349-3.879544685349238e-05j),(-0.035951568109166034+0j),(-0.002321612200223264+0j)
213,0.8788377275989442,0.12374443090812677,0.3814831640718773,9.004204726536932,2.985839350420438,212.74945864809607,(-425.49656710096775+0j),(-28.051036229359703+0j),(0.9999999968968143+7.872880875702042e-05j),(0.9999999968968143-7.872880875702042e-05j),(-0.03564930692137314+0j),(-0.002350195224421027+0j)
