Index,Initial x,Initial z,Initial vy,Initial vz,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
0,-1.9968256150742871,0.0,1.408949540848512,3.122427048389902e-22,49.66322837292133,3.005792954753182,23929.975869090682,(47859.95171728707+0j),(0.9999007443118538+0j),(1.0000992554338357+0j),(2.0894538192266062e-05+0j),(1.00000569003785+0j),(0.9999943099945391+0j)
1,-1.9968267160728217,0.0,1.4089518285794105,-0.000999996772635738,49.66322818522295,3.005789349920798,23929.245400199834,(47858.49077950473+0j),(2.089512388117408e-05+0j),(1.0162682748582905+0j),(0.9839921796008553+0j),(0.9999967002493525+0j),(1.000003299050807+0j)
2,-1.9968300190029054,0.0,1.4089586916125219,-0.0019999677272457142,49.66322762178426,3.0057785357034223,23927.054160707612,(47854.108300518375+0j),(2.0897115426927192e-05+0j),(1.0328012785748593+0j),(0.9682405294617756+0j),(0.9999958126084452+0j),(1.000004185600577+0j)
3,-1.9968355236765556,0.0,1.4089701294829189,-0.0029998870506832837,49.6632266830512,3.00576051293133,23923.402669895873,(47846.80531889171+0j),(2.090007765076507e-05+0j),(1.0496011389181714+0j),(0.9527428943045562+0j),(1.000002778530707+0j),(0.999997218973665+0j)
4,-1.9968432297791292,0.0,1.4089861414136307,-0.0039997289395424405,49.66322536952075,3.005735282989474,23918.291816095105,(47836.58361128571+0j),(2.0904511170982687e-05+0j),(1.0666702295816812+0j),(0.9374968521891797+0j),(0.9999999996095228+2.3933917595683584e-06j),(0.9999999996095228-2.3933917595683584e-06j)
5,-1.9968531368702434,0.0,1.4090067263172223,-0.004999467605026646,49.663223681888525,3.0057028478161456,23911.722825386525,(47823.44562986281+0j),(2.091030044759634e-05+0j),(1.0840112934357051+0j),(0.922499601800469+0j),(0.9999999996334323+2.138946798446103e-06j),(0.9999999996334323-2.138946798446103e-06j)
6,-1.996865244383918,0.0,1.4090318827961616,-0.005999077277806417,49.663221621048784,3.0056632099022993,23903.697278641182,(47807.3945363651+0j),(2.0917470902714896e-05+0j),(1.1016274529682681+0j),(0.9077479365672235+0j),(1.0000038384845573+0j),(0.9999961607469615+0j)
7,-1.996879551628756,0.0,1.4090616091432735,-0.006998532212866327,49.66321918809426,3.0056163722907208,23894.217093947365,(47788.434166969164+0j),(2.0925761657020203e-05+0j),(1.1195223711654947+0j),(0.8932380932757987+0j),(1.0000029477351693+0j),(0.9999970514695189+0j)
8,-1.9968960577881267,0.0,1.4090959033422594,-0.007997806694340708,49.6632163843162,3.0055623385749914,23883.325199155155,(47766.569098619875+0j),(2.093510832557044e-05+0j),(1.1376984517499589+0j),(0.878967549090198+0j),(0.9999974956628609+0j),(1.0000025041425102+0j)
9,-1.9969147619204153,0.0,1.4091347630683426,-0.00899687504033294,49.663213211203896,3.0055011128982807,23870.90228436532,(47741.80454778463+0j),(2.0946171584546036e-05+0j),(1.1561586371562906+0j),(0.8649332234967498+0j),(1.000002325607801+0j),(0.9999976745543044+0j)
10,-1.9969356629593276,0.0,1.4091781856890415,-0.009995711607715287,49.66320967044472,3.0054326999519327,23857.18680325467,(47714.14647908184+0j),(2.0958045235719425e-05+0j),(1.1749058989389307+0j),(0.8511319882594086+0j),(1.000000000184548+1.3815713714329148e-06j),(1.000000000184548-1.3815713714329148e-06j)
