Index,Initial x,Initial vy,Period,Jacobi Constant,Stability Index,Eig1,Eig2,Eig3,Eig4,Eig5,Eig6
9,1.1258720459938338,-0.5227374748822797,77.86021599423874,2.906480403556672,4545007.168296146,(-8991192.918200852+0j),(0.9999999974960905+0.0001883761395727386j),(0.9999999974960905-0.0001883761395727386j),(-1.100108275929185e-07+0j),(-1.6671223600604215+0j),(-0.5998359952197586+0j)
10,1.1268791103416533,-0.5230999734948898,77.92783809114697,2.9055596704653284,4780871.07491719,(-8880285.827915061+0j),(1.0002113413379323+0j),(0.9997886510936536+0j),(-1.0458345187830986e-07+0j),(-1.6386440450638646+0j),(-0.6102606621689932+0j)
11,1.1278556300929345,-0.5234617076139393,77.99223872331316,2.9046779499549102,4384496.517086965,(-8768993.034173816+0j),(1.0001885954150687+0j),(0.9998114211721121+0j),(-1.159026745694348e-07+0j),(-1.6120772464237831+0j),(-0.6203176691553433+0j)
12,1.1288016198161392,-0.5238217189785123,78.05357136515184,2.9038338553982728,4556106.421070165,(-8658012.572620444+0j),(1.0003094937083876+0j),(0.9996905146819034+0j),(-1.0974282727192381e-07+0j),(-1.587279282160555+0j),(-0.6300088530348571+0j)
13,1.1297171863971756,-0.5241791198058967,78.11198218257148,2.9030260249103974,4273971.117514274,(-8547942.23502843+0j),(1.0001484313116515+0j),(0.9998515855649323+0j),(-1.2454731029876265e-07+0j),(-1.5641172473270448+0j),(-0.6393382604206269+0j)
14,1.1306025240713908,-0.5245330940811528,78.16761038038916,2.902253122448327,4219644.0343272295,(-8439288.06865434+0j),(1.0003010444564304+0j),(0.9996989762880543+0j),(-1.2005257429580478e-07+0j),(-1.5424677862437746+0j),(-0.6483117566008806+0j)
15,1.1314579083272889,-0.5248828980403997,78.22058853329531,2.90151383910783,4210938.030622955,(-8332472.189806053+0j),(0.9999999900450265+0.0002764500745228158j),(0.9999999900450265-0.0002764500745228158j),(-1.1873838949039067e-07+0j),(-1.5222167371875068+0j),(-0.6569366737141534+0j)
16,1.1322836890777375,-0.5252278598469536,78.27104290114627,2.900806894476057,4113920.8051857236,(-8227841.610371325+0j),(1.000000005975193+0.0002885864714386128j),(1.000000005975193-0.0002885864714386128j),(-1.2663096622659844e-07+0j),(-1.503258693340088+0j),(-0.6652214980896392+0j)
17,1.1330802834190328,-0.5255673785090051,78.31909372932462,2.900131037940036,4062838.0231353706,(-8125676.046270618+0j),(1.000158300988707+0j),(0.9998417164194409+0j),(-1.284104069813549e-07+0j),(-1.4854965119284271+0j),(-0.6731755961525654+0j)
18,1.1338481682324018,-0.5259009221187592,78.3648555348713,2.8994850498826583,4017830.940279766,(-8026195.828883784+0j),(0.9999999968079428+0.000200044641247457j),(0.9999999968079428-0.000200044641247457j),(-1.2444525601796282e-07+0j),(-1.468840796787267+0j),(-0.6808089768388985+0j)
19,1.1345878728256678,-0.5262280255100101,78.40843737905922,2.8988677427226746,4120347.295608395,(-7929569.463277899+0j),(0.9999999950116477+0.00011008627855845468j),(0.9999999950116477-0.00011008627855845468j),(-1.2134899418137015e-07+0j),(-1.4532093724185113+0j),(-0.6881320881764726+0j)
20,1.1352999717654182,-0.5265482874380747,78.44994312704699,2.8982779617737275,4200401.527318611,(-7835920.008184472+0j),(1.0002495109361251+0j),(0.9997505090671982+0j),(-1.1903623897575086e-07+0j),(-1.4385267628550258+0j),(-0.6951556452208673+0j)
21,1.1359850780095417,-0.5268613673855718,78.48947169521963,2.8977145859116247,3878297.061437506,(-7745331.380962439+0j),(1.0000000021038997+0.00012134827581077627j),(1.0000000021038997-0.00012134827581077627j),(-1.2892256371271398e-07+0j),(-1.4247236849290408+0j),(-0.7018904862592894+0j)
22,1.136643836417558,-0.5271669820923092,78.52711728679643,2.897176528048985,3852705.062828086,(-7657854.3990292195+0j),(1.000000002727623+0.00021507588621014356j),(1.000000002727623-0.00021507588621014356j),(-1.297789454023201e-07+0j),(-1.4117365621712517+0j),(-0.7083474543309763+0j)
23,1.1372769176893347,-0.5274649018991363,78.5629696162573,2.896662735423601,3786755.6118247723,(-7573511.223649412+0j),(1.0000000033710321+3.705332982874278e-05j),(1.0000000033710321-3.705332982874278e-05j),(-1.345865487751495e-07+0j),(-1.3995070636922142+0j),(-0.7145373009849276+0j)
24,1.1378850127615323,-0.5277549469856218,78.59711412311412,2.8961721897115518,3746150.1148626623,(-7492300.229725191+0j),(1.0002307512059954+0j),(0.9997692724052248+0j),(-1.4154249650323361e-07+0j),(-1.3879816703094585+0j),(-0.7204706095124562+0j)
25,1.1384688276744783,-0.5280369835706152,78.62963217552874,2.895703906979102,3707099.819821579,(-7414199.639643023+0j),(0.9999999982102284+0.00017136940505092086j),(0.9999999982102284-0.00017136940505092086j),(-1.3540748432122179e-07+0j),(-1.3771112692772949+0j),(-0.7261577348973182+0j)
26,1.1390290789093154,-0.5283109201340433,78.6606012642558,2.895256937488987,3772625.5223059417,(-7339171.485745478+0j),(1.000062731053846+0j),(0.9999372493514511+0j),(-1.3253369491451507e-07+0j),(-1.366850777471212+0j),(-0.7316087582362536+0j)
27,1.139603835014817,-0.5285952831438392,78.69213717179491,2.8948007999705148,3631079.8441743245,(-7262159.688348511+0j),(0.9999999940585704+0.00022136178328331806j),(0.9999999940585704-0.00022136178328331806j),(-1.409284026649542e-07+0j),(-1.3564905602174617+0j),(-0.7371964312377245+0j)
28,1.1401193757774972,-0.5288532156264547,78.72022618167111,2.894393686447362,3596539.334776022,(-7193078.669551905+0j),(0.999999998891005+0.00013592041157663173j),(0.999999998891005-0.00013592041157663173j),(-1.4172232894733984e-07+0j),(-1.3473337916127535+0j),(-0.7422065758500547+0j)
29,1.1406478378045495,-0.5291204200580493,78.74882932604896,2.893978321812857,3561146.1528593567,(-7122292.305718573+0j),(1.0000000119652095+6.265039198263817e-05j),(1.0000000119652095-6.265039198263817e-05j),(-1.4258923591328687e-07+0j),(-1.3380743865620068+0j),(-0.7473426066911975+0j)
30,1.141154390373221,-0.5293792082609352,78.7760700173734,2.8935819979467707,3527245.6461848896,(-7054491.292369638+0j),(1.0000000064489027+0.00015972999979455552j),(1.0000000064489027-0.00015972999979455552j),(-1.4639167726882096e-07+0j),(-1.329313266099384+0j),(-0.7522681263343459+0j)
